"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","5779","0.0-0.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","10783","0.0-1.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":5002}]","5003","","","","","","","","","","","",""
"","","","","","instructions","2","17531","0.0-2.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":6745}]","6746","","","","","","","","","","","",""
"true","","","","","fullscreen","3","21030","0.0-3.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","2482","","","","","","","","","","","",""
"","","","","","instructions","4","30261","0.0-4.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":9228}]","9230","","","","","","","","","","","",""
"","","","","","instructions","5","39179","0.0-5.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":8915}]","8916","","","","","","","","","","","",""
"","","","","","html-button-response","6","48058","0.0-6.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","8872","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","flight_scheme","","","","","","","",""
"","","","","","html-keyboard-response","7","56073","0.0-7.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","flight_scheme","schematic_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","8","61089","0.0-8.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","64119","0.0-9.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","3026","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","supermarket_scheme","","","","","","","",""
"","","","","","html-keyboard-response","10","72132","0.0-10.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","supermarket_scheme","schematic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","11","77135","0.0-11.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","81854","0.0-12.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","4718","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
"","","","","","html-keyboard-response","13","89862","0.0-13.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","physical_activity_semantic","semantic_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","14","94876","0.0-14.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","98910","0.0-15.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","4032","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","16","106925","0.0-16.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","17","111935","0.0-17.0","CB125AEE0EB94364877AC3502C21BA7C","019db616-3883-7750-811d-9ec6cab6afa2","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
