"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","6659","0.0-0.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","","","","","","","","","","","",""
"","","","","","instructions","1","10558","0.0-1.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","[{""page_index"":0,""viewing_time"":3897}]","3897","","","","","","","","","","",""
"","","","","","instructions","2","14615","0.0-2.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","[{""page_index"":0,""viewing_time"":4056}]","4057","","","","","","","","","","",""
"true","","","","","fullscreen","3","17181","0.0-3.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","1536","","","","","","","","","","",""
"","","","","","instructions","4","23511","0.0-4.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","[{""page_index"":0,""viewing_time"":6329}]","6330","","","","","","","","","","",""
"","","","","","instructions","5","29486","0.0-5.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","[{""page_index"":0,""viewing_time"":5973}]","5974","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","33495","0.0-6.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","36159","0.0-7.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","2662","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","40164","0.0-8.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","41638","0.0-9.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","1471","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","",""
"","","","","","html-keyboard-response","10","45643","0.0-10.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","11","47224","0.0-11.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","1579","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","",""
"","","","","","html-keyboard-response","12","51239","0.0-12.0","30C66AC507CA48A59BC06BA7DC2F0C35","019cf0b0-f82c-7cac-a0b5-48b97d0b3351","019cf037-5203-781a-b900-108ccb1cab86","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
