"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","3725","0.0-0.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","5720","0.0-1.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1995}]","1995","","","","","","","","","",""
"","","","","","instructions","2","8407","0.0-2.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2685}]","2685","","","","","","","","","",""
"true","","","","","fullscreen","3","11622","0.0-3.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","","2072","","","","","","","","","",""
"","","","","","instructions","4","19707","0.0-4.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8079}]","8080","","","","","","","","","",""
"","","","","","instructions","5","81219","0.0-5.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":61490}]","61501","","","","","","","","","",""
"","","","","","html-keyboard-response","6","85310","0.0-6.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","87068","0.0-7.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","","1743","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","91075","0.0-8.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","94081","0.0-9.0","D5A70EC82E744A519E3897AA6B920147","019ce885-ab88-7ed1-80a3-874b017bcd99","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","2","","","","","",""
