"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","completion_code","view_history","rt","stimulus","response","task","block_type","img_idx","block_id","value","pair_type","trial_value","chosen_type"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","202499","","","","","","","","","","","",""
"","","","","","instructions","1","3364","0.0-1.0","202499","[{""page_index"":0,""viewing_time"":1283},{""page_index"":1,""viewing_time"":2078}]","3362","","","","","","","","","",""
"true","","","","","fullscreen","2","10090","0.0-2.0","202499","","5724","","","","","","","","","",""
"","","","","","instructions","3","23697","0.0-3.0","202499","[{""page_index"":0,""viewing_time"":13606}]","13606","","","","","","","","","",""
"","","","","","html-keyboard-response","4","25700","0.0-4.0","202499","","null","<div class=""transition-square bg-info"">New series starting</div>","null","","","","","","","",""
"","","","","","html-keyboard-response","5","28701","0.0-5.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_4_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","6","35939","0.0-6.0","202499","","7237","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_4_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","1","info_4","","","",""
"","","","","","html-keyboard-response","7","38940","0.0-7.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_4_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","8","41921","0.0-8.0","202499","","2980","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_4_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","2","info_4","","","",""
"","","","","","html-keyboard-response","9","44923","0.0-9.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_4_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","10","46406","0.0-10.0","202499","","1483","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_4_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_4","","","",""
"","","","","","html-keyboard-response","11","49407","0.0-11.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_4_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","12","52601","0.0-12.0","202499","","3193","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_4_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","4","info_4","","","",""
"","","","","","html-keyboard-response","13","55602","0.0-13.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_4_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","14","56742","0.0-14.0","202499","","1139","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_4_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","5","info_4","","","",""
"","","","","","html-keyboard-response","15","58744","0.0-15.0","202499","","null","<div class=""transition-square bg-info"">New series starting</div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","61745","0.0-16.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","17","63319","0.0-17.0","202499","","1573","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_2","","","",""
"","","","","","html-keyboard-response","18","66319","0.0-18.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","19","67343","0.0-19.0","202499","","1023","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","2","info_2","","","",""
"","","","","","html-keyboard-response","20","70344","0.0-20.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image""></div>","null","","","","","","","",""
