"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","13294","0.0-0.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","73435","0.0-1.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":45855},{""page_index"":1,""viewing_time"":7981},{""page_index"":2,""viewing_time"":6303}]","60140","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","77484","0.0-2.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","3029","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","87302","0.0-3.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":9817}]","9817","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","89318","0.0-4.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","90334","0.0-5.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","92336","0.0-6.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","95342","0.0-7.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","null","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","96852","0.0-8.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","98868","0.0-9.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","99870","0.0-10.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","101886","0.0-11.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""></div>","null","practice_S2","museum_causal","","","","","","","","","","","",""
"","","","","","html-button-response","12","103040","0.0-12.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","1151","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","practice_attention_check","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","104543","0.0-13.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","instructions","14","106819","0.0-14.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":2275}]","2276","","","","","","","","","","","","","","","",""
"","","","","","instructions","15","111903","0.0-15.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":5083}]","5083","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","113907","0.0-16.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image""></div>","null","phase1_S1","coin_causal","ascending","medium","4","9","","","","","","","",""
"","","","","","html-keyboard-response","17","114918","0.0-17.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","116919","0.0-18.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/coin_causal/coin_causal_9.png"" class=""exp-image""></div>","null","phase1_S2","coin_causal","ascending","medium","","","","","","","","","",""
"","","","","","html-button-response","19","118170","0.0-19.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","1250","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_9.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","coin_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","119685","0.0-20.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","121687","0.0-21.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image""></div>","null","phase1_S1","dog_causal","descending","high","10","8","","","","","","","",""
"","","","","","html-keyboard-response","22","122702","0.0-22.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","124703","0.0-23.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image""></div>","null","phase1_S2","dog_causal","descending","high","","","","","","","","","",""
"","","","","","html-button-response","24","125603","0.0-24.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","900","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","dog_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","127118","0.0-25.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","129119","0.0-26.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_9.png"" class=""exp-image""></div>","null","phase1_S1","dinner_party_scheme","descending","medium","9","2","","","","","","","",""
"","","","","","html-keyboard-response","27","130135","0.0-27.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","28","132136","0.0-28.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_2.png"" class=""exp-image""></div>","null","phase1_S2","dinner_party_scheme","descending","medium","","","","","","","","","",""
"","","","","","html-button-response","29","134138","0.0-29.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2000","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","dinner_party_scheme","","","","","","","","","","","",""
"","","","","","html-keyboard-response","30","135653","0.0-30.0","EF8ADA1DD96D45ECB81A2E6825203E68","01a089df-38c4-7203-93aa-abe742648c19","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
