"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","","","","","","","","","","","",""
"","","","","","instructions","1","1400","0.0-1.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":1397}]","1397","","","","","","","","","",""
"","","","","","instructions","2","3401","0.0-2.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":1997}]","1998","","","","","","","","","",""
"true","","","","","fullscreen","3","14556","0.0-3.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","","10148","","","","","","","","","",""
"","","","","","instructions","4","20985","0.0-4.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":6427}]","6427","","","","","","","","","",""
"","","","","","instructions","5","25951","0.0-5.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","[{""page_index"":0,""viewing_time"":4965}]","4965","","","","","","","","","",""
"","","","","","html-keyboard-response","6","30023","0.0-6.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","32834","0.0-7.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","","2809","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","36958","0.0-8.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","38101","0.0-9.0","2CD7520DFF9D4136895792D802A5EA0B","019ced5d-734d-739f-917a-63de79a760cd","019ced5b-a949-71f1-af15-a7c629b18577","","1143","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
