"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","10214","0.0-0.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","","","","","","","","","","","","","",""
"","","","","","instructions","1","14252","0.0-1.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":4037}]","4037","","","","","","","","","","","",""
"","","","","","instructions","2","19627","0.0-2.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":5374}]","5375","","","","","","","","","","","",""
"true","","","","","fullscreen","3","22745","0.0-3.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2106","","","","","","","","","","","",""
"","","","","","instructions","4","29785","0.0-4.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":7040}]","7040","","","","","","","","","","","",""
"","","","","","instructions","5","72943","0.0-5.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":43157}]","43157","","","","","","","","","","","",""
"","","","","","html-button-response","6","77016","0.0-6.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4071","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","museum_causal","","","","","","","",""
"","","","","","html-keyboard-response","7","85026","0.0-7.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","museum_causal","causal_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","8","90042","0.0-8.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","95356","0.0-9.0","21CB0CFC3DF442F8BBD6CE5DAE7EDEC5","019dad1f-02a0-79c2-ac2a-2e0cd7332be3","019dacfd-3d5e-7f0e-9535-61b14ca20378","","5314","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","self_care_activities_semantic","","","","","","","",""
