"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","1235","0.0-0.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","","","","","","","","","",""
"","","","","","instructions","1","3655","0.0-1.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":2419}]","2419","","","","","","","","",""
"","","","","","instructions","2","7412","0.0-2.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":3756}]","3756","","","","","","","","",""
"true","","","","","fullscreen","3","9936","0.0-3.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","1520","","","","","","","","",""
"","","","","","instructions","4","17651","0.0-4.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":7713}]","7713","","","","","","","","",""
"","","","","","instructions","5","28742","0.0-5.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":11089}]","11090","","","","","","","","",""
"","","","","","html-keyboard-response","6","32746","0.0-6.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","34377","0.0-7.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","1628","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","38380","0.0-8.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","40209","0.0-9.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","1827","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","44211","0.0-10.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","11","44828","0.0-11.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","615","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","",""
"","","","","","html-keyboard-response","12","48831","0.0-12.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","13","49540","0.0-13.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","708","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","",""
"","","","","","instructions","14","51399","0.0-14.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":1857}]","1857","","","","","","","","",""
"","","","","","html-keyboard-response","15","52401","0.0-15.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","",""
"","","","","","html-keyboard-response","16","57405","0.0-16.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","17","58402","0.0-17.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","995","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","package_causal","","","",""
"","","","","","html-keyboard-response","18","63405","0.0-18.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","19","63926","0.0-19.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","519","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","2","package_causal","","","",""
"","","","","","html-keyboard-response","20","68929","0.0-20.0","BF33E0DF911A4B79BFB9ABD76F964C60","019ce7ab-bd20-7693-aa96-01a08948d3d9","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
