"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","18256","0.0-0.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","","","","","","","","","","","","","",""
"","","","","","instructions","1","20776","0.0-1.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":2519}]","2520","","","","","","","","","","","",""
"","","","","","instructions","2","31183","0.0-2.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":10406}]","10407","","","","","","","","","","","",""
"true","","","","","fullscreen","3","34160","0.0-3.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1975","","","","","","","","","","","",""
"","","","","","instructions","4","37694","0.0-4.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":3533}]","3533","","","","","","","","","","","",""
"","","","","","instructions","5","41070","0.0-5.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":3375}]","3375","","","","","","","","","","","",""
"","","","","","html-button-response","6","43226","0.0-6.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2156","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/package_causal/package_causal_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","package_causal","","","","","","","",""
"","","","","","html-keyboard-response","7","51236","0.0-7.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/package_causal/package_causal_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","package_causal","causal_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","8","56243","0.0-8.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","57721","0.0-9.0","37254BD1F8AC44E3AA536B357D23C483","019dad11-3e71-7461-a32f-2867f3a07070","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1477","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
