"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","7998","0.0-0.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","","","","","","","","","","","",""
"","","","","","instructions","1","10296","0.0-1.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","[{""page_index"":0,""viewing_time"":2297}]","2297","","","","","","","","","","",""
"","","","","","instructions","2","14667","0.0-2.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","[{""page_index"":0,""viewing_time"":4371}]","4371","","","","","","","","","","",""
"true","","","","","fullscreen","3","18519","0.0-3.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","2848","","","","","","","","","","",""
"","","","","","instructions","4","23595","0.0-4.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","[{""page_index"":0,""viewing_time"":5076}]","5076","","","","","","","","","","",""
"","","","","","instructions","5","31495","0.0-5.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","[{""page_index"":0,""viewing_time"":7899}]","7900","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","35506","0.0-6.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","38191","0.0-7.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","2684","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","42205","0.0-8.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","43422","0.0-9.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","1216","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","",""
"","","","","","html-keyboard-response","10","47433","0.0-10.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","11","48300","0.0-11.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","867","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","",""
"","","","","","html-keyboard-response","12","52304","0.0-12.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","13","53160","0.0-13.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","855","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","",""
"","","","","","instructions","14","54896","0.0-14.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","[{""page_index"":0,""viewing_time"":1736}]","1736","","","","","","","","","","",""
"","","","","","instructions","15","60657","0.0-15.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","[{""page_index"":0,""viewing_time"":5760}]","5760","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","61662","0.0-16.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","17","66668","0.0-17.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","18","67815","0.0-18.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","1146","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","19","72825","0.0-19.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","20","73757","0.0-20.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","931","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","21","78763","0.0-21.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","22","79615","0.0-22.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","851","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","23","84621","0.0-23.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","24","86861","0.0-24.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","2240","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","25","91865","0.0-25.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","26","93170","0.0-26.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","1305","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","27","98184","0.0-27.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","28","99460","0.0-28.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","1275","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","29","104465","0.0-29.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","30","107466","0.0-30.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","7","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","31","112480","0.0-31.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","32","113827","0.0-32.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","1346","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","33","118832","0.0-33.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","34","119520","0.0-34.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","687","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","35","124529","0.0-35.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","36","126063","0.0-36.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","1533","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/housework_semantic/housework_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","housework_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","37","127068","0.0-37.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","",""
"","","","","","html-keyboard-response","38","132082","0.0-38.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","39","132852","0.0-39.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","770","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","exploring_nature_semantic","semantic_sequence","","","","",""
"","","","","","html-keyboard-response","40","137861","0.0-40.0","FC1EAF4B255A4AAA94920ACCE12E7824","019cf78d-4057-7a67-83f6-c43e485fd1be","019cf78c-cfcf-769c-9016-9b96552b5e33","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/exploring_nature_semantic/exploring_nature_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
