"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"true","false","[]","[]","[]","preload","0","7690","0.0-0.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","91502","0.0-1.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":83807}]","83808","","","","","","","","","","","","","",""
"","","","","","instructions","2","109780","0.0-2.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":18274}]","18275","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","113219","0.0-3.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","","2433","","","","","","","","","","","","","",""
"","","","","","instructions","4","159766","0.0-4.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":46544}]","46545","","","","","","","","","","","","","",""
"","","","","","instructions","5","174808","0.0-5.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","[{""page_index"":0,""viewing_time"":15040}]","15040","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","178813","0.0-6.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","181820","0.0-7.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","185823","0.0-8.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","188827","0.0-9.0","E7E53372E24E45B2B3B896684AA6D978","019dac6a-2311-70e8-b33b-7f928a52fb80","019dac5b-243f-7307-af64-a10f53f1ef70","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","2","","","","","","","","","",""
