"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","target_X","l_dist","r_dist","chosen_image_index","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","29945","0.0-0.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","42322","0.0-1.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","[{""page_index"":0,""viewing_time"":12376}]","12377","","","","","","","","","","","","","","",""
"","","","","","instructions","2","44972","0.0-2.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","[{""page_index"":0,""viewing_time"":2648}]","2648","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","47162","0.0-3.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","1179","","","","","","","","","","","","","","",""
"","","","","","instructions","4","55731","0.0-4.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","[{""page_index"":0,""viewing_time"":8568}]","8568","","","","","","","","","","","","","","",""
"","","","","","instructions","5","66234","0.0-5.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","[{""page_index"":0,""viewing_time"":10502}]","10503","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","70246","0.0-6.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","71624","0.0-7.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","1376","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","75627","0.0-8.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","76451","0.0-9.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","823","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","80454","0.0-10.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","81487","0.0-11.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","1032","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","85489","0.0-12.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","86309","0.0-13.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","819","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","88019","0.0-14.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","[{""page_index"":0,""viewing_time"":1710}]","1710","","","","","","","","","","","","","","",""
"","","","","","instructions","15","94022","0.0-15.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","[{""page_index"":0,""viewing_time"":6001}]","6001","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","99033","0.0-16.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","104040","0.0-17.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","18","105051","0.0-18.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","1010","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","19","110059","0.0-19.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","20","110559","0.0-20.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","498","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","21","115564","0.0-21.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","22","116303","0.0-22.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","737","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","23","121313","0.0-23.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","24","121721","0.0-24.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","407","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","25","126731","0.0-25.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","26","127221","0.0-26.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","489","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","27","132232","0.0-27.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","28","132743","0.0-28.0","F6586134F687435A9064E1C721EBC99F","019d65fc-a8a6-750f-bd9b-9b905bda52ed","019d65e4-5dda-7a64-875b-926becb7401d","","509","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","dog_causal","causal_sequence","chronological","","","","","","","",""
