"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","comparison_type","img_index","block_story","block_info","left_img_path","right_img_path"
"true","false","[]","[]","[]","preload","0","899","0.0-0.0","","","","","","","","","","","","","",""
"","","","","","instructions","1","7144","0.0-1.0","[{""page_index"":0,""viewing_time"":6244}]","6244","","","","","","","","","","","",""
"","","","","","instructions","2","9574","0.0-2.0","[{""page_index"":0,""viewing_time"":2430}]","2430","","","","","","","","","","","",""
"true","","","","","fullscreen","3","12713","0.0-3.0","","2137","","","","","","","","","","","",""
"","","","","","instructions","4","16857","0.0-4.0","[{""page_index"":0,""viewing_time"":4143}]","4143","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","18860","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","6","23871","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","26874","0.0-7.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","null","observation","story_3","story","1","","","","","",""
"","","","","","html-keyboard-response","8","31887","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","33048","0.0-9.0","","1160","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_3","story","2","","","","","",""
"","","","","","html-keyboard-response","10","38055","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","38861","0.0-11.0","","805","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_3","story","3","","","","","",""
"","","","","","html-keyboard-response","12","43862","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","44613","0.0-13.0","","750","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","0","observation","story_3","story","4","","","","","",""
"","","","","","html-keyboard-response","14","49614","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","50388","0.0-15.0","","773","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_3","story","5","","","","","",""
"","","","","","html-keyboard-response","16","55397","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_6_a.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","17","56472","0.0-17.0","","1075","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_6_a.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","0","observation","story_3","story","6","","","","","",""
"","","","","","html-keyboard-response","18","58474","0.0-18.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","19","63485","0.0-19.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","20","64146","0.0-20.0","","661","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_1","story","1","","","","","",""
"","","","","","html-keyboard-response","21","69161","0.0-21.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
"","","","","","html-button-response","22","69940","0.0-22.0","","778","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p></div></div>","1","observation","story_1","story","2","","","","","",""
"","","","","","html-keyboard-response","23","74941","0.0-23.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_1_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","",""
