"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","235372","0.0-0.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","","","","","","","","","","",""
"","","","","","instructions","1","911916","0.0-1.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":676541}]","676541","","","","","","","","","",""
"","","","","","instructions","2","917030","0.0-2.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":5114}]","5114","","","","","","","","","",""
"true","","","","","fullscreen","3","920141","0.0-3.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","2102","","","","","","","","","",""
"","","","","","instructions","4","931691","0.0-4.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":11549}]","11550","","","","","","","","","",""
"","","","","","instructions","5","950330","0.0-5.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":18639}]","18639","","","","","","","","","",""
"","","","","","html-keyboard-response","6","954337","0.0-6.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","956862","0.0-7.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","2523","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","960878","0.0-8.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","961731","0.0-9.0","02C11AF356464923B16DAB6166ACF8CB","019ceda7-9e16-70b5-b05b-48108f2e7bfb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","852","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
