"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","11904","0.0-0.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","","","","","","","","","",""
"","","","","","instructions","1","18946","0.0-1.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":7041}]","7041","","","","","","","","",""
"","","","","","instructions","2","25045","0.0-2.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":6097}]","6097","","","","","","","","",""
"true","","","","","fullscreen","3","28502","0.0-3.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","2443","","","","","","","","",""
"","","","","","instructions","4","35517","0.0-4.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":7014}]","7014","","","","","","","","",""
"","","","","","instructions","5","47044","0.0-5.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":11526}]","11526","","","","","","","","",""
"","","","","","html-keyboard-response","6","51061","0.0-6.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","54180","0.0-7.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","58189","0.0-8.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","59330","0.0-9.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","1141","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","63341","0.0-10.0","4069F47E7D584B90BA6BF7164077E6B9","019ce698-5097-729d-a638-86a964083c8c","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
