"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"true","false","[]","[]","[]","preload","0","2640","0.0-0.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","6044","0.0-1.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","[{""page_index"":0,""viewing_time"":3403}]","3403","","","","","","","","","","","","","",""
"","","","","","instructions","2","9168","0.0-2.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","[{""page_index"":0,""viewing_time"":3124}]","3125","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","12538","0.0-3.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","2366","","","","","","","","","","","","","",""
"","","","","","instructions","4","19514","0.0-4.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","[{""page_index"":0,""viewing_time"":6975}]","6975","","","","","","","","","","","","","",""
"","","","","","instructions","5","26706","0.0-5.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","[{""page_index"":0,""viewing_time"":7191}]","7191","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","30709","0.0-6.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","32075","0.0-7.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","1364","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","36078","0.0-8.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","36899","0.0-9.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","820","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","2","","","","","","","","","",""
"","","","","","html-keyboard-response","10","40902","0.0-10.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","11","41418","0.0-11.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","514","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","3","","","","","","","","","",""
"","","","","","html-keyboard-response","12","45421","0.0-12.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","13","46208","0.0-13.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","786","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","4","","","","","","","","","",""
"","","","","","instructions","14","47783","0.0-14.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","[{""page_index"":0,""viewing_time"":1573}]","1573","","","","","","","","","","","","","",""
"","","","","","instructions","15","52580","0.0-15.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","[{""page_index"":0,""viewing_time"":4796}]","4796","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","57583","0.0-16.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","62585","0.0-17.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","18","63464","0.0-18.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","878","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","transportation_semantic","semantic_sequence_notimeline","chronological","","","","","","",""
"","","","","","html-keyboard-response","19","68466","0.0-19.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","20","70297","0.0-20.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","1829","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","2","transportation_semantic","semantic_sequence_notimeline","chronological","","","","","","",""
"","","","","","html-keyboard-response","21","75301","0.0-21.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","22","76161","0.0-22.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","858","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","3","transportation_semantic","semantic_sequence_notimeline","chronological","","","","","","",""
"","","","","","html-keyboard-response","23","81165","0.0-23.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","24","82326","0.0-24.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","1160","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","4","transportation_semantic","semantic_sequence_notimeline","chronological","","","","","","",""
"","","","","","html-keyboard-response","25","87329","0.0-25.0","375B3EC5929F4AB5B0DAC9D144CE784A","019d6b19-7532-7f57-a8ab-efde5824df3c","019d6ae6-5d89-74c6-b581-3918d1816346","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/transportation_semantic/transportation_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
