"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","chosen_image_index","target_X","correct_choice"
"true","false","[]","[]","[]","preload","0","55048","0.0-0.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","","","","","","","","","","","","",""
"","","","","","instructions","1","63406","0.0-1.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":8357}]","8357","","","","","","","","","","","",""
"","","","","","instructions","2","94775","0.0-2.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":31367}]","31368","","","","","","","","","","","",""
"true","","","","","fullscreen","3","98143","0.0-3.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2346","","","","","","","","","","","",""
"","","","","","instructions","4","110781","0.0-4.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":12638}]","12638","","","","","","","","","","","",""
"","","","","","instructions","5","123283","0.0-5.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":12501}]","12501","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","127290","0.0-6.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","129342","0.0-7.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2051","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","133358","0.0-8.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","135255","0.0-9.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1896","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","139259","0.0-10.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","140631","0.0-11.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1371","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","144632","0.0-12.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","146642","0.0-13.0","2A980FF0176A483DBC6DA8A7DB71C5DE","019cf9a2-10d6-7c39-b36c-dc9726152684","019cf974-7aee-7bc9-8ea4-9f55741b365d","","2009","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
