"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","block_type","img_idx","block_id","value","img_index","pair_type","correct_side"
"true","false","[]","[]","[]","preload","0","11","0.0-0.0","","","","","","","","","","","",""
"","","","","","instructions","1","16156","0.0-1.0","[{""page_index"":0,""viewing_time"":2251},{""page_index"":1,""viewing_time"":13894}]","16145","","","","","","","","","",""
"true","","","","","fullscreen","2","19652","0.0-2.0","","2490","","","","","","","","","",""
"","","","","","instructions","3","41152","0.0-3.0","[{""page_index"":0,""viewing_time"":21497}]","21497","","","","","","","","","",""
"","","","","","html-keyboard-response","4","43200","0.0-4.0","","null","<div class=""transition-square bg-story""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","5","46244","0.0-5.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","6","48784","0.0-6.0","","2538","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","story","1","story_7","","","",""
"","","","","","html-keyboard-response","7","51798","0.0-7.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","8","53328","0.0-8.0","","1528","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","2","story_7","","","",""
"","","","","","html-keyboard-response","9","56371","0.0-9.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","10","58008","0.0-10.0","","1636","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_7","","","",""
"","","","","","html-keyboard-response","11","61021","0.0-11.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_4.png"" class=""exp-image""></div>","null","","","","","","","",""
