"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","chosen_image_index","target_X","correct_choice"
"true","false","[]","[]","[]","preload","0","6355","0.0-0.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","","","","","","","","","","","","",""
"","","","","","instructions","1","264855","0.0-1.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":258499}]","258499","","","","","","","","","","","",""
"","","","","","instructions","2","267284","0.0-2.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":2428}]","2428","","","","","","","","","","","",""
"true","","","","","fullscreen","3","269708","0.0-3.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","1420","","","","","","","","","","","",""
"","","","","","instructions","4","274442","0.0-4.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":4733}]","4734","","","","","","","","","","","",""
"","","","","","instructions","5","276422","0.0-5.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":1980}]","1980","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","280430","0.0-6.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","282574","0.0-7.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","2143","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","286579","0.0-8.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","287617","0.0-9.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","1038","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","291619","0.0-10.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","292229","0.0-11.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","610","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","296881","0.0-12.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","300876","0.0-13.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","4","","","","","","","",""
"","","","","","instructions","14","421218","0.0-14.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":120342}]","120342","","","","","","","","","","","",""
"","","","","","instructions","15","424687","0.0-15.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":3469}]","3469","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","429688","0.0-16.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","17","430693","0.0-17.0","38C7ACBC45CE4D069B395BB2E6D2C6CA","019cf9bd-9c8a-7455-8e7f-8b80a7c2b0d4","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
