"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","6876","0.0-0.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","","","","","","","","","",""
"","","","","","instructions","1","14138","0.0-1.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":7244}]","7245","","","","","","","","",""
"","","","","","instructions","2","17937","0.0-2.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":3793}]","3794","","","","","","","","",""
"true","","","","","fullscreen","3","21975","0.0-3.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","2941","","","","","","","","",""
"","","","","","instructions","4","787894","0.0-4.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":765891}]","765919","","","","","","","","",""
"","","","","","instructions","5","801246","0.0-5.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":13350}]","13351","","","","","","","","",""
"","","","","","html-keyboard-response","6","805251","0.0-6.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","808259","0.0-7.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","812276","0.0-8.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","814831","0.0-9.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","2544","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","818833","0.0-10.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","11","820114","0.0-11.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","1275","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","",""
"","","","","","html-keyboard-response","12","824115","0.0-12.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","13","825430","0.0-13.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","1312","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","",""
"","","","","","instructions","14","827213","0.0-14.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","[{""page_index"":0,""viewing_time"":1782}]","1782","","","","","","","","",""
"","","","","","html-keyboard-response","15","828218","0.0-15.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","",""
"","","","","","html-keyboard-response","16","833223","0.0-16.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","17","834774","0.0-17.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","1539","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","museum_causal","","","",""
"","","","","","html-keyboard-response","18","839780","0.0-18.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","19","841144","0.0-19.0","1CA1795648564357812D28ADC8053E41","019ce7a7-35c3-76af-b330-7c7c00b3c968","019ce7a0-0965-7aa7-a556-174d32a8e773","","1360","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","2","museum_causal","","","",""
