"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","14209","0.0-0.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","22949","0.0-1.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8739}]","8739","","","","","","","","","",""
"","","","","","instructions","2","26870","0.0-2.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":3921}]","3921","","","","","","","","","",""
"true","","","","","fullscreen","3","29515","0.0-3.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","1616","","","","","","","","","",""
"","","","","","instructions","4","42748","0.0-4.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":13232}]","13232","","","","","","","","","",""
"","","","","","instructions","5","51555","0.0-5.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8806}]","8807","","","","","","","","","",""
"","","","","","html-keyboard-response","6","55559","0.0-6.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","57012","0.0-7.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","1452","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","61022","0.0-8.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","62385","0.0-9.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","1362","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","66399","0.0-10.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","67199","0.0-11.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","798","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
"","","","","","html-keyboard-response","12","71209","0.0-12.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","13","71915","0.0-13.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","705","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","",""
"","","","","","instructions","14","74169","0.0-14.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2253}]","2253","","","","","","","","","",""
"","","","","","html-keyboard-response","15","75171","0.0-15.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","80180","0.0-16.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","17","81464","0.0-17.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","1283","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","18","86473","0.0-18.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","19","87974","0.0-19.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","1500","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","2","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","20","92981","0.0-20.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
"","","","","","html-button-response","21","94560","0.0-21.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","1575","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","1","main_causal_task","3","saving_a_cat_causal","","","","",""
"","","","","","html-keyboard-response","22","99575","0.0-22.0","72B8CA2080A245F28B1E22C9FC225039","019ce8a3-c7a2-7c12-a75a-d904f742a6f9","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","","",""
