"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","5054","0.0-0.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","","","","","","","","","",""
"","","","","","instructions","1","144765","0.0-1.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":139710}]","139710","","","","","","","","",""
"","","","","","instructions","2","149298","0.0-2.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":4532}]","4533","","","","","","","","",""
"true","","","","","fullscreen","3","152410","0.0-3.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","2105","","","","","","","","",""
"","","","","","instructions","4","161261","0.0-4.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":8849}]","8850","","","","","","","","",""
"","","","","","instructions","5","189696","0.0-5.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":28434}]","28434","","","","","","","","",""
"","","","","","html-keyboard-response","6","193711","0.0-6.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","195423","0.0-7.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","1710","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","199440","0.0-8.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","200842","0.0-9.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","1401","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","",""
"","","","","","html-keyboard-response","10","204845","0.0-10.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","11","205853","0.0-11.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","1006","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","",""
"","","","","","html-keyboard-response","12","209855","0.0-12.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","13","211538","0.0-13.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","1681","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","",""
"","","","","","instructions","14","216185","0.0-14.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","[{""page_index"":0,""viewing_time"":4646}]","4646","","","","","","","","",""
"","","","","","html-keyboard-response","15","217190","0.0-15.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","<div style=""background-color: gray; width: 100vw; height: 100vh;""></div>","null","","","","","","",""
"","","","","","html-keyboard-response","16","222203","0.0-16.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/coin_causal/coin_causal_1.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","17","224393","0.0-17.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","2188","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/coin_causal/coin_causal_1.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","1","coin_causal","","","",""
"","","","","","html-keyboard-response","18","229402","0.0-18.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","null","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""exp-image"">
                        <div class=""question-area""></div> 
                    </div>","null","","","","","","",""
"","","","","","html-button-response","19","232259","0.0-19.0","6C2F6152D39B4D5CBFF0A1F81394A800","019ce76a-ab3c-7ad8-8e40-28a1b41e4ecb","019ce768-b048-7627-b827-888248f65c31","","2855","
                    <div class=""stimulus-container"">
                        <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""exp-image"">
                        <div class=""question-area"">
                            <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                        </div>
                    </div>","0","main_causal_task","2","coin_causal","","","",""
