"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","chosen_image_index","target_X","correct_choice"
"true","false","[]","[]","[]","preload","0","10623","0.0-0.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","","","","","","","","","","","","",""
"","","","","","instructions","1","42197","0.0-1.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":31569}]","31571","","","","","","","","","","","",""
"","","","","","instructions","2","53179","0.0-2.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":10979}]","10980","","","","","","","","","","","",""
"true","","","","","fullscreen","3","56100","0.0-3.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1901","","","","","","","","","","","",""
"","","","","","instructions","4","66929","0.0-4.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":10824}]","10825","","","","","","","","","","","",""
"","","","","","instructions","5","80051","0.0-5.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":13118}]","13119","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","84056","0.0-6.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","87060","0.0-7.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","91062","0.0-8.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","92376","0.0-9.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1309","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","96379","0.0-10.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","97225","0.0-11.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","843","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","101228","0.0-12.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","102266","0.0-13.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1032","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
"","","","","","instructions","14","104923","0.0-14.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":2653}]","2654","","","","","","","","","","","",""
"","","","","","instructions","15","113414","0.0-15.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":8487}]","8489","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","114418","0.0-16.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","17","115419","0.0-17.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","117286","0.0-18.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1864","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","dog_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","19","118289","0.0-19.0","EADACD15C0F448918BDAF534C55F0D64","019cf975-c506-737f-98d7-9d4867df0f80","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
