"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","16284","0.0-0.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","","","","","","","","","","","","",""
"","","","","","instructions","1","19966","0.0-1.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":3681}]","3681","","","","","","","","","","","",""
"","","","","","instructions","2","28366","0.0-2.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":8397}]","8397","","","","","","","","","","","",""
"true","","","","","fullscreen","3","31219","0.0-3.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1845","","","","","","","","","","","",""
"","","","","","instructions","4","35597","0.0-4.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":4378}]","4378","","","","","","","","","","","",""
"","","","","","instructions","5","40301","0.0-5.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":4703}]","4703","","","","","","","","","","","",""
"","","","","","html-button-response","6","44917","0.0-6.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4614","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","dog_causal","","","","","","","",""
"","","","","","html-keyboard-response","7","52924","0.0-7.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","dog_causal","causal_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","8","57933","0.0-8.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","61142","0.0-9.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","3208","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","saving_a_cat_causal","","","","","","","",""
"","","","","","html-keyboard-response","10","69152","0.0-10.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","saving_a_cat_causal","causal_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","11","74155","0.0-11.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","77077","0.0-12.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2920","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","the_performance_causal","","","","","","","",""
"","","","","","html-keyboard-response","13","85083","0.0-13.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","the_performance_causal","causal_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","14","90098","0.0-14.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","103349","0.0-15.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","13250","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","coin_causal","","","","","","","",""
"","","","","","html-keyboard-response","16","111358","0.0-16.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","coin_causal","causal_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","17","116374","0.0-17.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","119629","0.0-18.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","3254","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","self_care_activities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","19","127644","0.0-19.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","self_care_activities_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","20","132652","0.0-20.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","21","134926","0.0-21.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2272","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/package_causal/package_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","package_causal","","","","","","","",""
"","","","","","html-keyboard-response","22","142933","0.0-22.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/package_causal/package_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","package_causal","causal_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","23","147935","0.0-23.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","149893","0.0-24.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1957","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","maintaining_a_car_semantic","","","","","","","",""
"","","","","","html-keyboard-response","25","157896","0.0-25.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","26","162908","0.0-26.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","27","165405","0.0-27.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2496","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","28","173417","0.0-28.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","visiting_cities_semantic","semantic_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","29","178431","0.0-29.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","180361","0.0-30.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1926","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","museum_causal","","","","","","","",""
"","","","","","html-keyboard-response","31","188377","0.0-31.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","museum_causal","causal_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","32","193390","0.0-32.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","33","195285","0.0-33.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1894","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
"","","","","","html-keyboard-response","34","203291","0.0-34.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","physical_activity_semantic","semantic_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","35","208303","0.0-35.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","209709","0.0-36.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1404","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","37","217722","0.0-37.0","86D58EAAF2CC46FA92D2FF48140833EE","019dad06-9c0c-7a90-864e-7e6f18379b84","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","4","neutral","","","","",""
