"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","1217","0.0-0.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","","","","","","","","","","","","",""
"","","","","","instructions","1","6612","0.0-1.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":5394}]","5395","","","","","","","","","","","",""
"","","","","","instructions","2","23693","0.0-2.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":17080}]","17080","","","","","","","","","","","",""
"true","","","","","fullscreen","3","28838","0.0-3.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4131","","","","","","","","","","","",""
"","","","","","instructions","4","37793","0.0-4.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":8954}]","8955","","","","","","","","","","","",""
"","","","","","instructions","5","50474","0.0-5.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":12680}]","12681","","","","","","","","","","","",""
"","","","","","html-button-response","6","59260","0.0-6.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","8785","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","7","67262","0.0-7.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","8","72266","0.0-8.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","83645","0.0-9.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","11378","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","maintaining_a_car_semantic","","","","","","","",""
"","","","","","html-keyboard-response","10","91656","0.0-10.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","11","96664","0.0-11.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","105174","0.0-12.0","DE38D054255443F9848B13964FDD947C","019dad17-0730-7309-8c26-65d0678ff174","019dacfd-3d5e-7f0e-9535-61b14ca20378","","8509","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","saving_a_cat_causal","","","","","","","",""
