"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","2403","0.0-0.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","5929","0.0-1.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3525}]","3525","","","","","","","","","","","",""
"","","","","","instructions","2","19112","0.0-2.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":13183}]","13183","","","","","","","","","","","",""
"true","","","","","fullscreen","3","452155","0.0-3.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","","432031","","","","","","","","","","","",""
"","","","","","instructions","4","457845","0.0-4.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":5689}]","5689","","","","","","","","","","","",""
"","","","","","instructions","5","463189","0.0-5.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":5344}]","5344","","","","","","","","","","","",""
"","","","","","html-button-response","6","466366","0.0-6.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","","3175","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","flight_scheme","","","","","","","",""
"","","","","","html-keyboard-response","7","474372","0.0-7.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","flight_scheme","schematic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","8","479373","0.0-8.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","482926","0.0-9.0","FF95B9F5672848EEB280A427AD0FFE40","019db630-f788-72f9-b9e0-38ebfb406908","019db609-2a35-76b9-807a-e0c4c153f4bb","","3552","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
