"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","8012","0.0-0.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","11423","0.0-1.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3409}]","3410","","","","","","","","","","","",""
"","","","","","instructions","2","21923","0.0-2.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":10499}]","10499","","","","","","","","","","","",""
"true","","","","","fullscreen","3","24379","0.0-3.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","1452","","","","","","","","","","","",""
"","","","","","instructions","4","31774","0.0-4.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":7395}]","7395","","","","","","","","","","","",""
"","","","","","instructions","5","39206","0.0-5.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":7431}]","7431","","","","","","","","","","","",""
"","","","","","html-button-response","6","42189","0.0-6.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","2981","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","housework_semantic","","","","","","","",""
"","","","","","html-keyboard-response","7","50193","0.0-7.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","housework_semantic","semantic_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","8","55195","0.0-8.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","58139","0.0-9.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","2943","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","10","66143","0.0-10.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","11","71145","0.0-11.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","72706","0.0-12.0","DA60C181FD3E4AC8AC2F8840126F8A05","019db625-2a21-7616-ac8e-e7bc62611367","019db609-2a35-76b9-807a-e0c4c153f4bb","","1559","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","restaurant_scheme","","","","","","","",""
