"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","7522","0.0-0.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","10352","0.0-1.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":2830}]","2830","","","","","","","","","","","",""
"","","","","","instructions","2","13986","0.0-2.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3633}]","3633","","","","","","","","","","","",""
"true","","","","","fullscreen","3","17235","0.0-3.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","","2236","","","","","","","","","","","",""
"","","","","","instructions","4","20281","0.0-4.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3046}]","3046","","","","","","","","","","","",""
"","","","","","instructions","5","38176","0.0-5.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":17894}]","17894","","","","","","","","","","","",""
"","","","","","html-button-response","6","41433","0.0-6.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","","3256","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","7","49439","0.0-7.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","8","54446","0.0-8.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","56784","0.0-9.0","74D5EA9BEE624FD0A1A35C21B5D11E12","019db60b-5484-7616-8749-6cbcf476fc0f","019db609-2a35-76b9-807a-e0c4c153f4bb","","2337","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
