"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","6743","0.0-0.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","31081","0.0-1.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":9468},{""page_index"":1,""viewing_time"":11345},{""page_index"":2,""viewing_time"":3522}]","24335","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","46827","0.0-2.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","14735","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","51766","0.0-3.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":4937}]","4937","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","53770","0.0-4.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","54776","0.0-5.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","56785","0.0-6.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","59802","0.0-7.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","null","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","61318","0.0-8.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","63326","0.0-9.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","64330","0.0-10.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","66332","0.0-11.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""></div>","null","practice_S2","museum_causal","","","","","","","","","","","",""
"","","","","","html-button-response","12","69284","0.0-12.0","A588FC14F7E541FBBB49293F4D4E86E0","01a089e3-0145-72b6-85c3-45e90a5272bb","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2950","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","practice_attention_check","museum_causal","","","","","","","","","","","",""
