"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","4819","0.0-0.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","7909","0.0-1.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":3089}]","3089","","","","","","","","","",""
"","","","","","instructions","2","45811","0.0-2.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":37901}]","37901","","","","","","","","","",""
"true","","","","","fullscreen","3","56164","0.0-3.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","","9307","","","","","","","","","",""
"","","","","","instructions","4","73230","0.0-4.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":17065}]","17065","","","","","","","","","",""
"","","","","","instructions","5","82954","0.0-5.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":9723}]","9723","","","","","","","","","",""
"","","","","","html-keyboard-response","6","87393","0.0-6.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","89441","0.0-7.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","","2048","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","93469","0.0-8.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","94385","0.0-9.0","3E1D0BDA40F54061BC36D2A434A98D0D","019ce877-7547-7a21-8359-230ad983fb47","019ce875-66c2-7f0b-b5e8-086c75889f84","","916","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
