"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","target_X","l_dist","r_dist","chosen_image_index","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","20417","0.0-0.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","49006","0.0-1.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":28587}]","28588","","","","","","","","","","","","","","",""
"","","","","","instructions","2","170864","0.0-2.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":121856}]","121856","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","172978","0.0-3.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","1108","","","","","","","","","","","","","","",""
"","","","","","instructions","4","184977","0.0-4.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":11998}]","11999","","","","","","","","","","","","","","",""
"","","","","","instructions","5","194772","0.0-5.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":9794}]","9794","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","198774","0.0-6.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","201777","0.0-7.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","205781","0.0-8.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","206996","0.0-9.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","1211","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","211005","0.0-10.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","211901","0.0-11.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","891","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","215909","0.0-12.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","217000","0.0-13.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","","1088","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","218321","0.0-14.0","DD1FD39E305940478B1420BE934FD68E","019d668c-941a-7647-a3a5-9c2da807cb3a","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":1320}]","1320","","","","","","","","","","","","","","",""
