"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","17100","0.0-0.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","27170","0.0-1.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":6597},{""page_index"":1,""viewing_time"":2082},{""page_index"":2,""viewing_time"":1389}]","10069","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","29442","0.0-2.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","1176","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","72384","0.0-3.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":42941}]","42941","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","74399","0.0-4.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","75411","0.0-5.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","77425","0.0-6.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","80430","0.0-7.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","null","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","81941","0.0-8.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","83956","0.0-9.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","84970","0.0-10.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","86983","0.0-11.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""></div>","null","practice_S2","museum_causal","","","","","","","","","","","",""
"","","","","","html-button-response","12","88668","0.0-12.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","1683","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","1","practice_attention_check","museum_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","13","90179","0.0-13.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","instructions","14","92426","0.0-14.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":2247}]","2247","","","","","","","","","","","","","","","",""
"","","","","","instructions","15","96795","0.0-15.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":4368}]","4368","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","98800","0.0-16.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_9.png"" class=""exp-image""></div>","null","phase1_S1","the_performance_causal","descending","high","9","7","","","","","","","",""
"","","","","","html-keyboard-response","17","99815","0.0-17.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","18","101826","0.0-18.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""exp-image""></div>","null","phase1_S2","the_performance_causal","descending","high","","","","","","","","","",""
"","","","","","html-button-response","19","103665","0.0-19.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","1838","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","20","105174","0.0-20.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","107180","0.0-21.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image""></div>","null","phase1_S1","the_performance_causal","descending","medium","5","1","","","","","","","",""
"","","","","","html-keyboard-response","22","108195","0.0-22.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","110208","0.0-23.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","phase1_S2","the_performance_causal","descending","medium","","","","","","","","","",""
"","","","","","html-button-response","24","111431","0.0-24.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","1222","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","phase1_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","112937","0.0-25.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","26","114948","0.0-26.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png"" class=""exp-image""></div>","null","phase1_S1","hotel_scheme","descending","medium","6","5","","","","","","","",""
"","","","","","html-keyboard-response","27","115956","0.0-27.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","28","117964","0.0-28.0","001C544082AF4449B4D5733313938B65","01a089e4-2daa-74ad-aeb1-329ed96027d8","01a089df-5877-726d-8839-ff8a3de09a22","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"" class=""exp-image""></div>","null","phase1_S2","hotel_scheme","descending","medium","","","","","","","","","",""
