"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","correct_choice"
"true","false","[]","[]","[]","preload","0","1154","0.0-0.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","","","","","","","","","","",""
"","","","","","instructions","1","3758","0.0-1.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","[{""page_index"":0,""viewing_time"":2603}]","2604","","","","","","","","","",""
"","","","","","instructions","2","6115","0.0-2.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","[{""page_index"":0,""viewing_time"":2357}]","2357","","","","","","","","","",""
"true","","","","","fullscreen","3","8245","0.0-3.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","1128","","","","","","","","","",""
"","","","","","instructions","4","21453","0.0-4.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","[{""page_index"":0,""viewing_time"":13207}]","13208","","","","","","","","","",""
"","","","","","instructions","5","40063","0.0-5.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","[{""page_index"":0,""viewing_time"":18609}]","18610","","","","","","","","","",""
"","","","","","html-keyboard-response","6","44065","0.0-6.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","45476","0.0-7.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","1411","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","49477","0.0-8.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","50081","0.0-9.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","604","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","54082","0.0-10.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","11","54685","0.0-11.0","AAD0DF2D1B764E0A89DF9F9919DCCF97","019cee71-8207-7e40-9c73-62370c07b855","019cee5f-9f1f-7e58-80c1-9ba679249cc3","","603","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","",""
