"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","chosen_image_index","target_X","correct_choice"
"true","false","[]","[]","[]","preload","0","27214","0.0-0.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","","","","","","","","","","","","","",""
"","","","","","instructions","1","31372","0.0-1.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":4156}]","4157","","","","","","","","","","","",""
"","","","","","instructions","2","34088","0.0-2.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":2716}]","2716","","","","","","","","","","","",""
"true","","","","","fullscreen","3","36257","0.0-3.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","","1150","","","","","","","","","","","",""
"","","","","","instructions","4","44690","0.0-4.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":8432}]","8432","","","","","","","","","","","",""
"","","","","","instructions","5","49073","0.0-5.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":4382}]","4382","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","53086","0.0-6.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","55606","0.0-7.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","","2518","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","59615","0.0-8.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","60953","0.0-9.0","A467D381F0E04680A94280A67BCAA70E","019cf9a2-14d9-70e6-8ea5-db867a20bd2d","019cf99d-e445-78ae-88d0-91fe39b758eb","","1337","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","","",""
