"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","3088","0.0-0.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","","","","","","","","","","","",""
"","","","","","instructions","1","76182","0.0-1.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":73093}]","73093","","","","","","","","","",""
"","","","","","instructions","2","87325","0.0-2.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":11142}]","11142","","","","","","","","","",""
"true","","","","","fullscreen","3","127275","0.0-3.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","","38943","","","","","","","","","",""
"","","","","","instructions","4","154766","0.0-4.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":27489}]","27490","","","","","","","","","",""
"","","","","","instructions","5","161525","0.0-5.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","[{""page_index"":0,""viewing_time"":6758}]","6759","","","","","","","","","",""
"","","","","","html-keyboard-response","6","165540","0.0-6.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","168548","0.0-7.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","172554","0.0-8.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","175493","0.0-9.0","EB26F01DE31F4DD2B757D18374CD6546","019ced84-efe4-7e1b-8706-817a1c1cc46d","019ced82-d2ff-7c2c-8847-33f391ef2644","","2938","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
