"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","order_direction","causality_condition","s1_index","s2_index","reward_condition","rewarded_folder","neutral_folder","rewarded_original_order","neutral_original_order","rewarded_causality","neutral_causality","chose_associated_reward"
"true","false","[]","[]","[]","preload","0","1112","0.0-0.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","10482","0.0-1.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":2137},{""page_index"":1,""viewing_time"":5632},{""page_index"":2,""viewing_time"":1600}]","9369","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","13066","0.0-2.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","1581","","","","","","","","","","","","","","","",""
"","","","","","instructions","3","21615","0.0-3.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","[{""page_index"":0,""viewing_time"":8548}]","8548","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","4","23618","0.0-4.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image""></div>","null","practice_S1","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","24620","0.0-5.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","26621","0.0-6.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image""></div>","null","practice_S2","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-button-response","7","28999","0.0-7.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","2375","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Was there a person in either of the images?</p>
                </div>
            </div>","0","practice_attention_check","the_performance_causal","","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","30501","0.0-8.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","9","32504","0.0-9.0","48164633D231439585CB67A261105A7D","01a089e2-8244-73a8-a894-928c1ceefc36","01a084c9-26a8-7e77-a5f8-3b16a14f4e7b","Wimmer_Shohamy_2012_Association_Bias_Full","","null","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image""></div>","null","practice_S1","museum_causal","","","","","","","","","","","",""
