"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","target_X","l_dist","r_dist","chosen_image_index","selected_after_X"
"true","false","[]","[]","[]","preload","0","11341","0.0-0.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","16932","0.0-1.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":5586}]","5587","","","","","","","","","","","","","","",""
"","","","","","instructions","2","23032","0.0-2.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":6089}]","6089","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","25601","0.0-3.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1565","","","","","","","","","","","","","","",""
"","","","","","instructions","4","31830","0.0-4.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":6227}]","6228","","","","","","","","","","","","","","",""
"","","","","","instructions","5","54386","0.0-5.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":22483}]","22484","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","58390","0.0-6.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","61040","0.0-7.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","2647","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","65044","0.0-8.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","66483","0.0-9.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1435","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","70485","0.0-10.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","71994","0.0-11.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1507","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","75997","0.0-12.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","77032","0.0-13.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1032","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","79267","0.0-14.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":2234}]","2234","","","","","","","","","","","","","","",""
"","","","","","instructions","15","86000","0.0-15.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":6732}]","6732","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","91003","0.0-16.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","96005","0.0-17.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","18","97464","0.0-18.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1455","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","19","102467","0.0-19.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","20","103413","0.0-20.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","944","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","21","108416","0.0-21.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","22","109604","0.0-22.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1186","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","23","114607","0.0-23.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","24","115874","0.0-24.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","1265","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","25","120877","0.0-25.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","26","121866","0.0-26.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","987","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","27","126869","0.0-27.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","28","127441","0.0-28.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","568","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","29","132444","0.0-29.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","30","133419","0.0-30.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","972","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","31","138421","0.0-31.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","32","139105","0.0-32.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","682","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","self_care_activities_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","33","144108","0.0-33.0","BD9C394E3FC24AD292D25917353B1CB2","019d6666-cbd4-7615-86ec-187ff2166f13","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
