"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","4570","0.0-0.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","6970","0.0-1.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2399}]","2399","","","","","","","","","",""
"","","","","","instructions","2","15101","0.0-2.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":8130}]","8130","","","","","","","","","",""
"true","","","","","fullscreen","3","19291","0.0-3.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","3174","","","","","","","","","",""
"","","","","","instructions","4","39533","0.0-4.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":20240}]","20241","","","","","","","","","",""
"","","","","","instructions","5","62251","0.0-5.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":22716}]","22716","","","","","","","","","",""
"","","","","","html-keyboard-response","6","66259","0.0-6.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","69269","0.0-7.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","73277","0.0-8.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","74252","0.0-9.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","973","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
"","","","","","html-keyboard-response","10","78257","0.0-10.0","4A02DD1D41304B38BFA89BAD6B527704","019ce877-6d0f-71a9-b3d7-261b974e8d3b","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
