"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"false","false","[]","[]","[]","preload","0","85190","0.0-0.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","90961","0.0-1.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","[{""page_index"":0,""viewing_time"":5770}]","5770","","","","","","","","","","","","","",""
"","","","","","instructions","2","117947","0.0-2.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","[{""page_index"":0,""viewing_time"":26985}]","26985","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","122666","0.0-3.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","","3699","","","","","","","","","","","","","",""
"","","","","","instructions","4","128791","0.0-4.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","[{""page_index"":0,""viewing_time"":6124}]","6124","","","","","","","","","","","","","",""
"","","","","","instructions","5","141863","0.0-5.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","[{""page_index"":0,""viewing_time"":13071}]","13071","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","145877","0.0-6.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","148879","0.0-7.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","152886","0.0-8.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","154169","0.0-9.0","F68059D809CF411A976512607F014387","019d0652-062e-7bc6-90ff-abf86577c6a8","019d0640-0a2d-7740-a972-9c73365b2dcb","","1280","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","",""
