"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","correct_choice"
"true","false","[]","[]","[]","preload","0","2861","0.0-0.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","","","","","","","","","","","",""
"","","","","","instructions","1","5120","0.0-1.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":2258}]","2258","","","","","","","","","",""
"","","","","","instructions","2","7536","0.0-2.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":2415}]","2415","","","","","","","","","",""
"true","","","","","fullscreen","3","11771","0.0-3.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","","3232","","","","","","","","","",""
"","","","","","instructions","4","15171","0.0-4.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":3399}]","3399","","","","","","","","","",""
"","","","","","instructions","5","16719","0.0-5.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":1548}]","1548","","","","","","","","","",""
"","","","","","html-keyboard-response","6","20723","0.0-6.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","23303","0.0-7.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","","2578","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","27306","0.0-8.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","28853","0.0-9.0","08885A028E6C4113ADB0D655E7F86E46","019cef99-b625-753a-bf94-221992c779db","019cef87-c56d-7b55-9135-c5814367ec25","","1545","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
