"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","value","version","comparison_type","block_story","block_info","left_path","right_path"
"true","false","[]","[]","[]","preload","0","4876","0.0-0.0","","","","","","","","","","","","","","",""
"","","","","","instructions","1","26674","0.0-1.0","[{""page_index"":0,""viewing_time"":21795}]","21796","","","","","","","","","","","","",""
"","","","","","instructions","2","35440","0.0-2.0","[{""page_index"":0,""viewing_time"":8763}]","8764","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","38528","0.0-3.0","","2071","","","","","","","","","","","","",""
"","","","","","instructions","4","46854","0.0-4.0","[{""page_index"":0,""viewing_time"":8324}]","8324","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","48858","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","53873","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","7","56879","0.0-7.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","null","observation","info_4","info","1","","","","","","",""
"","","","","","html-keyboard-response","8","61888","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","9","64892","0.0-9.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_4_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","null","observation","info_4","info","2","","","","","","",""
