"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","4544","0.0-0.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","","","","","","","","","","","","",""
"","","","","","instructions","1","7092","0.0-1.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","[{""page_index"":0,""viewing_time"":2547}]","2548","","","","","","","","","","",""
"","","","","","instructions","2","16381","0.0-2.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","[{""page_index"":0,""viewing_time"":9288}]","9288","","","","","","","","","","",""
"true","","","","","fullscreen","3","19134","0.0-3.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","","1751","","","","","","","","","","",""
"","","","","","instructions","4","26495","0.0-4.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","[{""page_index"":0,""viewing_time"":7360}]","7360","","","","","","","","","","",""
"","","","","","instructions","5","35094","0.0-5.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","[{""page_index"":0,""viewing_time"":8599}]","8599","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","39107","0.0-6.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","41283","0.0-7.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","","2175","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","45284","0.0-8.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","46327","0.0-9.0","046C3A524DE54997857BAF812149CBAD","019cf866-da2b-7484-9a71-5d496728d73a","019cf855-66fc-7d76-a612-8313d2c5c123","","1041","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","",""
