"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","9538","0.0-0.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","","","","","","","","","","","","","",""
"","","","","","instructions","1","14781","0.0-1.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":5242}]","5243","","","","","","","","","","","",""
"","","","","","instructions","2","23127","0.0-2.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":8344}]","8344","","","","","","","","","","","",""
"true","","","","","fullscreen","3","26601","0.0-3.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2458","","","","","","","","","","","",""
"","","","","","instructions","4","33836","0.0-4.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":7234}]","7234","","","","","","","","","","","",""
"","","","","","instructions","5","45431","0.0-5.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":11595}]","11595","","","","","","","","","","","",""
"","","","","","html-button-response","6","51400","0.0-6.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","","5965","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","coin_causal","","","","","","","",""
"","","","","","html-keyboard-response","7","59404","0.0-7.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","coin_causal","causal_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","8","64412","0.0-8.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","68944","0.0-9.0","B25E9D0C404A4BC7AB56ABC0EBF887BF","019dad12-df5a-7e21-a7e5-4158fe8e142d","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4532","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","dog_causal","","","","","","","",""
