"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"true","false","[]","[]","[]","preload","0","1948","0.0-0.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","5156","0.0-1.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","[{""page_index"":0,""viewing_time"":3207}]","3207","","","","","","","","","","","","","",""
"","","","","","instructions","2","17478","0.0-2.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","[{""page_index"":0,""viewing_time"":12322}]","12322","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","20400","0.0-3.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","","1919","","","","","","","","","","","","","",""
"","","","","","instructions","4","39399","0.0-4.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","[{""page_index"":0,""viewing_time"":18999}]","18999","","","","","","","","","","","","","",""
"","","","","","instructions","5","48570","0.0-5.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","[{""page_index"":0,""viewing_time"":9170}]","9170","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","52580","0.0-6.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","54595","0.0-7.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","","2013","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","58597","0.0-8.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","59797","0.0-9.0","8969C74D93EB4893B0BAD7C2C6D3860E","019d6b2b-7929-7471-a92a-b6d0265ba3bc","019d6b28-084c-76dd-a1cb-5ac041bdee9a","","1199","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","0","example_question","2","","","","","","","","","",""
