"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","correct_choice"
"true","false","[]","[]","[]","preload","0","6483","0.0-0.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","","","","","","","","","","","",""
"","","","","","instructions","1","8063","0.0-1.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":1579}]","1580","","","","","","","","","",""
"","","","","","instructions","2","10663","0.0-2.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":2599}]","2599","","","","","","","","","",""
"true","","","","","fullscreen","3","19945","0.0-3.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","","8279","","","","","","","","","",""
"","","","","","instructions","4","35031","0.0-4.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":15085}]","15085","","","","","","","","","",""
"","","","","","instructions","5","44935","0.0-5.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":9904}]","9904","","","","","","","","","",""
"","","","","","html-keyboard-response","6","48948","0.0-6.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","50535","0.0-7.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","","1586","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","54543","0.0-8.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","55575","0.0-9.0","EC645E7F80C242CBA5232FAC323E4571","019cef99-2d01-7343-b2a8-05feee347e4a","019cef87-c56d-7b55-9135-c5814367ec25","","1031","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
