"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","correct_choice"
"true","false","[]","[]","[]","preload","0","4516","0.0-0.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","","","","","","","","","","","",""
"","","","","","instructions","1","6291","0.0-1.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","[{""page_index"":0,""viewing_time"":1774}]","1774","","","","","","","","","",""
"","","","","","instructions","2","10640","0.0-2.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","[{""page_index"":0,""viewing_time"":4348}]","4348","","","","","","","","","",""
"true","","","","","fullscreen","3","13935","0.0-3.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","","2291","","","","","","","","","",""
"","","","","","instructions","4","74712","0.0-4.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","[{""page_index"":0,""viewing_time"":60776}]","60777","","","","","","","","","",""
"","","","","","instructions","5","76839","0.0-5.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","[{""page_index"":0,""viewing_time"":2126}]","2126","","","","","","","","","",""
"","","","","","html-keyboard-response","6","80842","0.0-6.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","82902","0.0-7.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","","2057","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","86905","0.0-8.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","88668","0.0-9.0","C81A573CDE2949E39FE921AC0A0401B4","019cee5a-8467-7519-9ec0-364a42ad1a78","019cee47-f225-7d34-90ea-6a2b73898f7d","","1761","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
