"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","chosen_image_index","target_X","correct_choice"
"true","false","[]","[]","[]","preload","0","13268","0.0-0.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","","","","","","","","","","","","",""
"","","","","","instructions","1","114042","0.0-1.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":100774}]","100774","","","","","","","","","","","",""
"","","","","","instructions","2","117000","0.0-2.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":2957}]","2957","","","","","","","","","","","",""
"true","","","","","fullscreen","3","193454","0.0-3.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","75453","","","","","","","","","","","",""
"","","","","","instructions","4","201894","0.0-4.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":8439}]","8439","","","","","","","","","","","",""
"","","","","","instructions","5","211577","0.0-5.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","[{""page_index"":0,""viewing_time"":9682}]","9683","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","215581","0.0-6.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","217532","0.0-7.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1949","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","221540","0.0-8.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","222530","0.0-9.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","990","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","226533","0.0-10.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","227168","0.0-11.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","634","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","231183","0.0-12.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","231723","0.0-13.0","220DE40B182E45D197004B7A09BAA086","019cf9a1-00b2-7b4b-9f10-6f4f99850977","019cf974-7aee-7bc9-8ea4-9f55741b365d","","538","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
