"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","1377","0.0-0.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","","","","","","","","","","",""
"","","","","","instructions","1","2977","0.0-1.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":1598}]","1599","","","","","","","","",""
"","","","","","instructions","2","6781","0.0-2.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":3803}]","3803","","","","","","","","",""
"true","","","","","fullscreen","3","9295","0.0-3.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","","1491","","","","","","","","",""
"","","","","","instructions","4","20461","0.0-4.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":11165}]","11165","","","","","","","","",""
"","","","","","instructions","5","33286","0.0-5.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","[{""page_index"":0,""viewing_time"":12824}]","12824","","","","","","","","",""
"","","","","","html-keyboard-response","6","37302","0.0-6.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","7","39542","0.0-7.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","","2236","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","",""
"","","","","","html-keyboard-response","8","43557","0.0-8.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","",""
"","","","","","html-button-response","9","44231","0.0-9.0","79A142A08DBC4351870DA1E783E6B79B","019ce678-d09e-7b88-b725-cbb9b39f7edd","019ce643-47c6-74a0-b3d2-7bf5651ded46","","673","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","",""
