"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","59131","0.0-0.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","","","","","","","","","","","","","",""
"","","","","","instructions","1","72510","0.0-1.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":13378}]","13378","","","","","","","","","","","",""
"","","","","","instructions","2","75106","0.0-2.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":2595}]","2595","","","","","","","","","","","",""
"true","","","","","fullscreen","3","77052","0.0-3.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","","919","","","","","","","","","","","",""
"","","","","","instructions","4","78005","0.0-4.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":951}]","952","","","","","","","","","","","",""
"","","","","","instructions","5","81554","0.0-5.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":3548}]","3549","","","","","","","","","","","",""
"","","","","","html-button-response","6","83860","0.0-6.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","","2302","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","7","91869","0.0-7.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","visiting_cities_semantic","semantic_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","8","96876","0.0-8.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","98241","0.0-9.0","F275751D6E3646F7BAD36D7BE6A2216C","019db61b-b165-7b6f-83eb-d0c7968c326d","019db609-2a35-76b9-807a-e0c4c153f4bb","","1360","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
