"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","left_idx","right_idx","lucky_X","chosen_image_index","distance_from_X","left_image_index","right_image_index"
"","","","","","html-keyboard-response","12","313549","0.0-12.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","316554","0.0-13.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","328149","0.0-14.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","[{""page_index"":0,""viewing_time"":11594}]","11594","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","329164","0.0-15.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","334176","0.0-16.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","17","336850","0.0-17.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","2671","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","18","341864","0.0-18.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","19","343139","0.0-19.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1273","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","20","348154","0.0-20.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","21","351159","0.0-21.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","3","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","22","356173","0.0-22.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","23","357224","0.0-23.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1049","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","24","362241","0.0-24.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","25","363348","0.0-25.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1105","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","26","368353","0.0-26.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","27","369633","0.0-27.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1278","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","28","374654","0.0-28.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","29","375645","0.0-29.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","990","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","30","380659","0.0-30.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","31","383380","0.0-31.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","2719","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","32","388384","0.0-32.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","33","389393","0.0-33.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1008","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","34","394404","0.0-34.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","35","395464","0.0-35.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1059","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","physical_activity_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","36","396484","0.0-36.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","37","401489","0.0-37.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","38","402566","0.0-38.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1076","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","39","407567","0.0-39.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","40","408560","0.0-40.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","992","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","41","413569","0.0-41.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","42","414501","0.0-42.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","931","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","43","419504","0.0-43.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","44","420479","0.0-44.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","974","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","45","425494","0.0-45.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","46","426435","0.0-46.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","939","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","47","431454","0.0-47.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","48","433236","0.0-48.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1780","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","49","438239","0.0-49.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","50","439179","0.0-50.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","938","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","51","444193","0.0-51.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","52","445032","0.0-52.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","836","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","53","450034","0.0-53.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","54","451101","0.0-54.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","1065","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","55","456111","0.0-55.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","56","458256","0.0-56.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","2144","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","57","459274","0.0-57.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","58","464284","0.0-58.0","7148FCBDFF694AD19F5CF003C11A2C15","019cea6d-ced8-7f23-9bf9-a53b4ddcd42c","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
