"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index"
"true","false","[]","[]","[]","preload","0","103884","0.0-0.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","","","","","","","","","","",""
"","","","","","instructions","1","108039","0.0-1.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":4147}]","4147","","","","","","","","","",""
"","","","","","instructions","2","112408","0.0-2.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":4368}]","4368","","","","","","","","","",""
"true","","","","","fullscreen","3","114770","0.0-3.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","1348","","","","","","","","","",""
"","","","","","instructions","4","130768","0.0-4.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":15997}]","15998","","","","","","","","","",""
"","","","","","instructions","5","141815","0.0-5.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","[{""page_index"":0,""viewing_time"":11045}]","11046","","","","","","","","","",""
"","","","","","html-keyboard-response","6","145829","0.0-6.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","147866","0.0-7.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","2033","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","151882","0.0-8.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","153985","0.0-9.0","EF48886CC2C442108BB50B8C21BABF8C","019ceda6-5775-74f0-8db0-11190ae6f5cb","019ceda4-7502-7cd5-b642-b8a83a30c71c","","2100","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
