"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","target_X","l_dist","r_dist","chosen_image_index","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","82252","0.0-0.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","183923","0.0-1.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":101671}]","101671","","","","","","","","","","","","","","",""
"","","","","","instructions","2","200541","0.0-2.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":16617}]","16617","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","203169","0.0-3.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","","1626","","","","","","","","","","","","","","",""
"","","","","","instructions","4","211314","0.0-4.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":8145}]","8145","","","","","","","","","","","","","","",""
"","","","","","instructions","5","218960","0.0-5.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":7645}]","7645","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","222961","0.0-6.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","225480","0.0-7.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","","2518","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","229481","0.0-8.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","230323","0.0-9.0","9A1203E449A34D3598B6CDCC2723EE5C","019d6663-bdc0-73d1-9201-ee14a3d3664d","019d6630-2071-75cb-8026-6699844a2719","","841","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","","",""
