"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","target_X","v_index","n_index","v_folder","n_folder","correct_choice"
"true","false","[]","[]","[]","preload","0","12416","0.0-0.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","47081","0.0-1.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":34664}]","34665","","","","","","","","","","","","","","",""
"","","","","","instructions","2","94660","0.0-2.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":47579}]","47579","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","98435","0.0-3.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","2755","","","","","","","","","","","","","","",""
"","","","","","instructions","4","109876","0.0-4.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":11440}]","11441","","","","","","","","","","","","","","",""
"","","","","","instructions","5","118972","0.0-5.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":9096}]","9096","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","122975","0.0-6.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","124647","0.0-7.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","1669","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","128662","0.0-8.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","130024","0.0-9.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","1361","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","","","","",""
"","","","","","html-keyboard-response","10","134032","0.0-10.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","135772","0.0-11.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","1739","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","139794","0.0-12.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","140748","0.0-13.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","953","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","142656","0.0-14.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":1908}]","1908","","","","","","","","","","","","","","",""
"","","","","","instructions","15","149012","0.0-15.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":6356}]","6356","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","150018","0.0-16.0","6B23F6CB9EA84A4B92A6C28F8DB5E8A0","019cf000-8711-7a05-b079-cdce2cc6fb98","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
