"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","66804","0.0-0.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","358301","0.0-1.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":291495}]","291495","","","","","","","","","",""
"","","","","","instructions","2","361626","0.0-2.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":3325}]","3325","","","","","","","","","",""
"true","","","","","fullscreen","3","372008","0.0-3.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","","9377","","","","","","","","","",""
"","","","","","instructions","4","472226","0.0-4.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":100217}]","100218","","","","","","","","","",""
"","","","","","instructions","5","515135","0.0-5.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":42909}]","42909","","","","","","","","","",""
"","","","","","html-keyboard-response","6","519137","0.0-6.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","522138","0.0-7.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","526141","0.0-8.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","527199","0.0-9.0","EAECFD46E24C4A6F9417F7D347F13975","019ce882-c0ca-7abc-a723-4e94227d53a4","019ce875-66c2-7f0b-b5e8-086c75889f84","","1057","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","",""
