"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","11470","0.0-0.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","","","","","","","","","","","",""
"","","","","","instructions","1","13857","0.0-1.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","[{""page_index"":0,""viewing_time"":2386}]","2387","","","","","","","","","","",""
"","","","","","instructions","2","17258","0.0-2.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","[{""page_index"":0,""viewing_time"":3401}]","3401","","","","","","","","","","",""
"true","","","","","fullscreen","3","20253","0.0-3.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","1992","","","","","","","","","","",""
"","","","","","instructions","4","30903","0.0-4.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","[{""page_index"":0,""viewing_time"":10649}]","10649","","","","","","","","","","",""
"","","","","","instructions","5","42635","0.0-5.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","[{""page_index"":0,""viewing_time"":11731}]","11731","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","46637","0.0-6.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","7","49642","0.0-7.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","",""
"","","","","","html-keyboard-response","8","53645","0.0-8.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","9","54500","0.0-9.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","853","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","",""
"","","","","","html-keyboard-response","10","58503","0.0-10.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","11","59292","0.0-11.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","787","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","",""
"","","","","","html-keyboard-response","12","63295","0.0-12.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","",""
"","","","","","html-button-response","13","64677","0.0-13.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","","1380","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","",""
"","","","","","instructions","14","67381","0.0-14.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","[{""page_index"":0,""viewing_time"":2704}]","2704","","","","","","","","","","",""
"","","","","","instructions","15","72921","0.0-15.0","F4456436883440959EB2578C26B648D7","019cf517-b8b0-7c44-8737-f68678e13b7e","019cf509-e3f1-72d9-bf6b-e2f1118fdaab","[{""page_index"":0,""viewing_time"":5538}]","5539","","","","","","","","","","",""
