"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","distance_from_x","target_X","chosen_image_index","is_x_plus_dist","correct_choice"
"true","false","[]","[]","[]","preload","0","149","0.0-0.0","dehkezwg49wzq9p","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","1547","0.0-1.0","dehkezwg49wzq9p","","","[{""page_index"":0,""viewing_time"":1397}]","1398","","","","","","","","","","","","","",""
"","","","","","instructions","2","3403","0.0-2.0","dehkezwg49wzq9p","","","[{""page_index"":0,""viewing_time"":1855}]","1855","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","5242","0.0-3.0","dehkezwg49wzq9p","","","","830","","","","","","","","","","","","","",""
"","","","","","instructions","4","7251","0.0-4.0","dehkezwg49wzq9p","","","[{""page_index"":0,""viewing_time"":2008}]","2009","","","","","","","","","","","","","",""
"","","","","","instructions","5","9938","0.0-5.0","dehkezwg49wzq9p","","","[{""page_index"":0,""viewing_time"":2686}]","2687","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","13947","0.0-6.0","dehkezwg49wzq9p","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","7","16958","0.0-7.0","dehkezwg49wzq9p","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","null","example_question","1","","","","","","","","","",""
"","","","","","html-keyboard-response","8","20963","0.0-8.0","dehkezwg49wzq9p","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","9","21627","0.0-9.0","dehkezwg49wzq9p","","","","664","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","1","example_question","2","","","","","","","","","",""
"","","","","","html-keyboard-response","10","25636","0.0-10.0","dehkezwg49wzq9p","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","11","26235","0.0-11.0","dehkezwg49wzq9p","","","","598","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","1","example_question","3","","","","","","","","","",""
"","","","","","html-keyboard-response","12","30245","0.0-12.0","dehkezwg49wzq9p","","","","null","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                <div class=""question-area""></div> 
            </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","13","30699","0.0-13.0","dehkezwg49wzq9p","","","","453","
            <div class=""stimulus-container"">
                <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                </div>
            </div>","1","example_question","4","","","","","","","","","",""
"","","","","","instructions","14","31931","0.0-14.0","dehkezwg49wzq9p","","","[{""page_index"":0,""viewing_time"":1231}]","1231","","","","","","","","","","","","","",""
"","","","","","instructions","15","34499","0.0-15.0","dehkezwg49wzq9p","","","[{""page_index"":0,""viewing_time"":2567}]","2568","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","39507","0.0-16.0","dehkezwg49wzq9p","","","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","44517","0.0-17.0","dehkezwg49wzq9p","","","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/animals_semantic/animals_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
"","","","","","html-button-response","18","45515","0.0-18.0","dehkezwg49wzq9p","","","","997","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/animals_semantic/animals_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","animals_semantic","semantic_sequence_notimeline","chronological","","","","","","",""
"","","","","","html-keyboard-response","19","50517","0.0-19.0","dehkezwg49wzq9p","","","","null","
                <div class=""stimulus-container"">
                    <img src=""semantic_sequence_notimeline/animals_semantic/animals_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","",""
