"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","folder","sequence_type","img_idx","value","version","comparison_type","block_story","block_info","left_path","right_path"
"true","false","[]","[]","[]","preload","0","1653","0.0-0.0","","","","","","","","","","","","","","",""
"","","","","","instructions","1","3918","0.0-1.0","[{""page_index"":0,""viewing_time"":2264}]","2264","","","","","","","","","","","","",""
"","","","","","instructions","2","6133","0.0-2.0","[{""page_index"":0,""viewing_time"":2215}]","2215","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","8623","0.0-3.0","","1488","","","","","","","","","","","","",""
"","","","","","instructions","4","16960","0.0-4.0","[{""page_index"":0,""viewing_time"":8336}]","8337","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","5","18961","0.0-5.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","23962","0.0-6.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","7","26143","0.0-7.0","","2179","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_4","story","1","","","","","","",""
"","","","","","html-keyboard-response","8","31144","0.0-8.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","9","32191","0.0-9.0","","1046","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_4","story","2","","","","","","",""
"","","","","","html-keyboard-response","10","37193","0.0-10.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","11","38133","0.0-11.0","","938","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_4","story","3","","","","","","",""
"","","","","","html-keyboard-response","12","43134","0.0-12.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","13","43898","0.0-13.0","","764","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_4","story","4","","","","","","",""
"","","","","","html-keyboard-response","14","48900","0.0-14.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","15","49636","0.0-15.0","","735","<div class=""stimulus-container""><img src=""images_story_vs_info/story_4_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_4","story","5","","","","","","",""
"","","","","","html-keyboard-response","16","51637","0.0-16.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","56638","0.0-17.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","18","58247","0.0-18.0","","1608","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_2","info","1","","","","","","",""
"","","","","","html-keyboard-response","19","63248","0.0-19.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","20","64298","0.0-20.0","","1048","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_2","info","2","","","","","","",""
"","","","","","html-keyboard-response","21","69299","0.0-21.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","22","69935","0.0-22.0","","635","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_2","info","3","","","","","","",""
"","","","","","html-keyboard-response","23","74936","0.0-23.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","24","75797","0.0-24.0","","860","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_2","info","4","","","","","","",""
"","","","","","html-keyboard-response","25","80799","0.0-25.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","26","81273","0.0-26.0","","473","<div class=""stimulus-container""><img src=""images_story_vs_info/info_2_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_2","info","5","","","","","","",""
"","","","","","html-keyboard-response","27","83274","0.0-27.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","28","88276","0.0-28.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","29","89039","0.0-29.0","","762","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_1","info","1","","","","","","",""
"","","","","","html-keyboard-response","30","94041","0.0-30.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","31","94592","0.0-31.0","","550","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_1","info","2","","","","","","",""
"","","","","","html-keyboard-response","32","99593","0.0-32.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","33","100171","0.0-33.0","","577","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_1","info","3","","","","","","",""
"","","","","","html-keyboard-response","34","105172","0.0-34.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","35","105742","0.0-35.0","","569","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_1","info","4","","","","","","",""
"","","","","","html-keyboard-response","36","110745","0.0-36.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","37","111447","0.0-37.0","","702","<div class=""stimulus-container""><img src=""images_story_vs_info/info_1_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","1","observation","info_1","info","5","","","","","","",""
"","","","","","html-keyboard-response","38","113448","0.0-38.0","","null","<div class=""transition-square""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","39","118450","0.0-39.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","40","120048","0.0-40.0","","1597","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_1.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_3","story","1","","","","","","",""
"","","","","","html-keyboard-response","41","125050","0.0-41.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","42","125974","0.0-42.0","","923","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_2.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_3","story","2","","","","","","",""
"","","","","","html-keyboard-response","43","130975","0.0-43.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","44","131492","0.0-44.0","","516","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_3.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_3","story","3","","","","","","",""
"","","","","","html-keyboard-response","45","136494","0.0-45.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","46","137184","0.0-46.0","","689","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_4.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_3","story","4","","","","","","",""
"","","","","","html-keyboard-response","47","142185","0.0-47.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""></div></div>","null","","","","","","","","","","",""
"","","","","","html-button-response","48","142744","0.0-48.0","","558","<div class=""stimulus-container""><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""><div class=""question-area""><p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in the description or image?</p></div></div>","0","observation","story_3","story","5","","","","","","",""
"","","","","","instructions","49","152473","0.0-49.0","[{""page_index"":0,""viewing_time"":9729}]","9729","","","","","","","","","","","","",""
"","","","","","html-button-response","50","157956","0.0-50.0","","5482","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The event is reaching its end...</p><img src=""images_story_vs_info/story_4_5.png"" class=""exp-image""></div>","0","","","","","","","","","","",""
"","","","","","html-button-response","51","165145","0.0-51.0","","7188","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The outcome:</p><img src=""images_story_vs_info/story_4_6_a.png"" class=""exp-image""><div class=""value-tag val-high"">This outcome is worth: $100</div></div>","0","learning","story_4","","","$100","a","","","","",""
"","","","","","html-button-response","52","166939","0.0-52.0","","1794","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The event is reaching its end...</p><img src=""images_story_vs_info/story_3_5.png"" class=""exp-image""></div>","0","","","","","","","","","","",""
"","","","","","html-button-response","53","174203","0.0-53.0","","7263","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The outcome:</p><img src=""images_story_vs_info/story_3_6_b.png"" class=""exp-image""><div class=""value-tag val-low"">This outcome is worth: $0</div></div>","0","learning","story_3","","","$0","b","","","","",""
"","","","","","html-button-response","54","175183","0.0-54.0","","979","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The event is reaching its end...</p><img src=""images_story_vs_info/info_2_5.png"" class=""exp-image""></div>","0","","","","","","","","","","",""
"","","","","","html-button-response","55","181828","0.0-55.0","","6645","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The outcome:</p><img src=""images_story_vs_info/info_2_6_a.png"" class=""exp-image""><div class=""value-tag val-high"">This outcome is worth: $100</div></div>","0","learning","info_2","","","$100","a","","","","",""
"","","","","","html-button-response","56","182709","0.0-56.0","","880","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The event is reaching its end...</p><img src=""images_story_vs_info/info_1_5.png"" class=""exp-image""></div>","0","","","","","","","","","","",""
"","","","","","html-button-response","57","189203","0.0-57.0","","6493","<div class=""stimulus-container""><p style=""font-family:Arial; font-size:20px;"">The outcome:</p><img src=""images_story_vs_info/info_1_6_b.png"" class=""exp-image""><div class=""value-tag val-low"">This outcome is worth: $0</div></div>","0","learning","info_1","","","$0","b","","","","",""
"","","","","","instructions","58","196438","0.0-58.0","[{""page_index"":0,""viewing_time"":7235}]","7235","","","","","","","","","","","","",""
"","","","","","html-button-response","59","199011","0.0-59.0","","2572","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/story_3_5.png"" class=""small-image"">
                    <img src=""images_story_vs_info/info_1_5.png"" class=""small-image"">
                </div>","0","choice_comparison","","","5","","","Neutral_Story_vs_Info","story_3","info_1","images_story_vs_info/story_3_5.png","images_story_vs_info/info_1_5.png"
"","","","","","html-button-response","60","204126","0.0-60.0","","5114","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/info_2_2.png"" class=""small-image"">
                    <img src=""images_story_vs_info/story_4_2.png"" class=""small-image"">
                </div>","1","choice_comparison","","","2","","","Valuable_Story_vs_Info","story_4","info_2","images_story_vs_info/info_2_2.png","images_story_vs_info/story_4_2.png"
"","","","","","html-button-response","61","207564","0.0-61.0","","3438","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/story_3_1.png"" class=""small-image"">
                    <img src=""images_story_vs_info/info_1_1.png"" class=""small-image"">
                </div>","0","choice_comparison","","","1","","","Neutral_Story_vs_Info","story_3","info_1","images_story_vs_info/story_3_1.png","images_story_vs_info/info_1_1.png"
"","","","","","html-button-response","62","215762","0.0-62.0","","8198","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/info_2_6_b.png"" class=""small-image"">
                    <img src=""images_story_vs_info/story_4_6_b.png"" class=""small-image"">
                </div>","0","choice_comparison","","","6","","","Valuable_Story_vs_Info","story_4","info_2","images_story_vs_info/info_2_6_b.png","images_story_vs_info/story_4_6_b.png"
"","","","","","html-button-response","63","217414","0.0-63.0","","1651","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/info_2_1.png"" class=""small-image"">
                    <img src=""images_story_vs_info/story_4_1.png"" class=""small-image"">
                </div>","1","choice_comparison","","","1","","","Valuable_Story_vs_Info","story_4","info_2","images_story_vs_info/info_2_1.png","images_story_vs_info/story_4_1.png"
"","","","","","html-button-response","64","224899","0.0-64.0","","7484","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/story_3_6_b.png"" class=""small-image"">
                    <img src=""images_story_vs_info/info_1_6_b.png"" class=""small-image"">
                </div>","1","choice_comparison","","","6","","","Neutral_Story_vs_Info","story_3","info_1","images_story_vs_info/story_3_6_b.png","images_story_vs_info/info_1_6_b.png"
"","","","","","html-button-response","65","233853","0.0-65.0","","8954","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/story_3_3.png"" class=""small-image"">
                    <img src=""images_story_vs_info/info_1_3.png"" class=""small-image"">
                </div>","0","choice_comparison","","","3","","","Neutral_Story_vs_Info","story_3","info_1","images_story_vs_info/story_3_3.png","images_story_vs_info/info_1_3.png"
"","","","","","html-button-response","66","236235","0.0-66.0","","2382","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/info_2_4.png"" class=""small-image"">
                    <img src=""images_story_vs_info/story_4_4.png"" class=""small-image"">
                </div>","1","choice_comparison","","","4","","","Valuable_Story_vs_Info","story_4","info_2","images_story_vs_info/info_2_4.png","images_story_vs_info/story_4_4.png"
"","","","","","html-button-response","67","237873","0.0-67.0","","1637","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/info_2_3.png"" class=""small-image"">
                    <img src=""images_story_vs_info/story_4_3.png"" class=""small-image"">
                </div>","1","choice_comparison","","","3","","","Valuable_Story_vs_Info","story_4","info_2","images_story_vs_info/info_2_3.png","images_story_vs_info/story_4_3.png"
"","","","","","html-button-response","68","242390","0.0-68.0","","4517","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/story_4_5.png"" class=""small-image"">
                    <img src=""images_story_vs_info/info_2_5.png"" class=""small-image"">
                </div>","0","choice_comparison","","","5","","","Valuable_Story_vs_Info","story_4","info_2","images_story_vs_info/story_4_5.png","images_story_vs_info/info_2_5.png"
"","","","","","html-button-response","69","244658","0.0-69.0","","2267","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/info_1_2.png"" class=""small-image"">
                    <img src=""images_story_vs_info/story_3_2.png"" class=""small-image"">
                </div>","1","choice_comparison","","","2","","","Neutral_Story_vs_Info","story_3","info_1","images_story_vs_info/info_1_2.png","images_story_vs_info/story_3_2.png"
"","","","","","html-button-response","70","252290","0.0-70.0","","7632","
                <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                    <img src=""images_story_vs_info/story_3_4.png"" class=""small-image"">
                    <img src=""images_story_vs_info/info_1_4.png"" class=""small-image"">
                </div>","1","choice_comparison","","","4","","","Neutral_Story_vs_Info","story_3","info_1","images_story_vs_info/story_3_4.png","images_story_vs_info/info_1_4.png"
"","","","","","survey-text","71","307568","0.0-71.0","","55274","","{""choice_strategy"":""Some items were clear in their value from the previous section (e.g. a jar). Others I had to choose (e.g. the key led to the dresser, so it was worth more) and finally, some were toss ups where the value was not clear, so I went with the value of the item normally (e.g. house vs shirt)"",""gender"":""Male"",""age"":""31""}","","","","","","","","","","",""
"","","","","","instructions","72","310262","0.0-72.0","[{""page_index"":0,""viewing_time"":2694}]","2694","","","","","","","","","","","","",""
