"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"true","false","[]","[]","[]","preload","0","69513","0.0-0.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","","","","","","","","","","","","",""
"","","","","","instructions","1","134817","0.0-1.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":65303}]","65304","","","","","","","","","","","",""
"","","","","","instructions","2","391091","0.0-2.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":256273}]","256274","","","","","","","","","","","",""
"true","","","","","fullscreen","3","398753","0.0-3.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","6647","","","","","","","","","","","",""
"","","","","","instructions","4","408056","0.0-4.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":9302}]","9302","","","","","","","","","","","",""
"","","","","","instructions","5","415541","0.0-5.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":7484}]","7485","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","419543","0.0-6.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","7","421650","0.0-7.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","2106","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","1","","","","","","","",""
"","","","","","html-keyboard-response","8","425656","0.0-8.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","9","427028","0.0-9.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","1370","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","2","","","","","","","",""
"","","","","","html-keyboard-response","10","431039","0.0-10.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","11","432265","0.0-11.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","1224","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","",""
"","","","","","html-keyboard-response","12","436276","0.0-12.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","13","437577","0.0-13.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","1299","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","",""
"","","","","","instructions","14","439427","0.0-14.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":1849}]","1849","","","","","","","","","","","",""
"","","","","","instructions","15","449080","0.0-15.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","[{""page_index"":0,""viewing_time"":9653}]","9653","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","454093","0.0-16.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","17","455098","0.0-17.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","456262","0.0-18.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","1163","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","maintaining_a_car_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","19","457267","0.0-19.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","20","458118","0.0-20.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","849","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","maintaining_a_car_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","21","459127","0.0-21.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","22","459834","0.0-22.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","706","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","maintaining_a_car_semantic","semantic_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","23","460847","0.0-23.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","461832","0.0-24.0","ECAEFE5A63CA472C8E6CABBEFAC0539D","019cf9c7-6565-7286-bae8-ec275b18291e","019cf99d-e445-78ae-88d0-91fe39b758eb","","985","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","maintaining_a_car_semantic","semantic_sequence","randomized","","","","",""
