"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","valuable_image_index","reward_type","valuable_X","chosen_image_index","distance_from_X"
"false","false","[]","[]","[]","preload","0","6008","0.0-0.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","","","","","","","","","","","",""
"","","","","","instructions","1","10836","0.0-1.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":4827}]","4827","","","","","","","","","",""
"","","","","","instructions","2","12935","0.0-2.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":2099}]","2099","","","","","","","","","",""
"true","","","","","fullscreen","3","316965","0.0-3.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","","303025","","","","","","","","","",""
"","","","","","instructions","4","318258","0.0-4.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":1292}]","1292","","","","","","","","","",""
"","","","","","instructions","5","319043","0.0-5.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","[{""page_index"":0,""viewing_time"":784}]","785","","","","","","","","","",""
"","","","","","html-keyboard-response","6","323046","0.0-6.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","326049","0.0-7.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","330051","0.0-8.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","333054","0.0-9.0","AD76C5D4E4334362AC8721855E678D5D","019ce8bd-5690-735f-9ba7-1e735f91d477","019ce875-66c2-7f0b-b5e8-086c75889f84","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","2","","","","","",""
