"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","target_X","l_dist","r_dist","chosen_image_index","selected_after_X","correct_choice"
"true","false","[]","[]","[]","preload","0","14932","0.0-0.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","","","","","","","","","","","","","","","","",""
"","","","","","instructions","1","24950","0.0-1.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":10017}]","10017","","","","","","","","","","","","","","",""
"","","","","","instructions","2","34241","0.0-2.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":9291}]","9291","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","3","126346","0.0-3.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","","91103","","","","","","","","","","","","","","",""
"","","","","","instructions","4","127567","0.0-4.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":1221}]","1221","","","","","","","","","","","","","","",""
"","","","","","instructions","5","129138","0.0-5.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":1569}]","1570","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","6","134102","0.0-6.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","7","137105","0.0-7.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","","","","","","",""
"","","","","","html-keyboard-response","8","141119","0.0-8.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","9","142724","0.0-9.0","4E07E79AEEBD485BAD651B5A11F96E46","019d6670-3733-79cc-8b25-0a19f0526181","019d6630-2071-75cb-8026-6699844a2719","","1604","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","","","","","","",""
