"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","completion_code","view_history","rt","stimulus","response","task","block_type","img_idx","block_id","value","pair_type","trial_value","chosen_type"
"true","false","[]","[]","[]","preload","0","1","0.0-0.0","202499","","","","","","","","","","","",""
"","","","","","instructions","1","4496","0.0-1.0","202499","[{""page_index"":0,""viewing_time"":1621},{""page_index"":1,""viewing_time"":2874}]","4495","","","","","","","","","",""
"true","","","","","fullscreen","2","7011","0.0-2.0","202499","","1504","","","","","","","","","",""
"","","","","","instructions","3","27569","0.0-3.0","202499","[{""page_index"":0,""viewing_time"":20557}]","20557","","","","","","","","","",""
"","","","","","html-keyboard-response","4","29579","0.0-4.0","202499","","null","<div class=""transition-square bg-info"">New series starting</div>","null","","","","","","","",""
"","","","","","html-keyboard-response","5","32586","0.0-5.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","6","40895","0.0-6.0","202499","","8308","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","1","info_2","","","",""
"","","","","","html-keyboard-response","7","43896","0.0-7.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","8","47670","0.0-8.0","202499","","3773","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","2","info_2","","","",""
"","","","","","html-keyboard-response","9","50679","0.0-9.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","10","54436","0.0-10.0","202499","","3757","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_2","","","",""
"","","","","","html-keyboard-response","11","57439","0.0-11.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","12","58470","0.0-12.0","202499","","1031","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","4","info_2","","","",""
"","","","","","html-keyboard-response","13","61475","0.0-13.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","14","65888","0.0-14.0","202499","","4412","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","5","info_2","","","",""
"","","","","","html-keyboard-response","15","67899","0.0-15.0","202499","","null","<div class=""transition-square bg-story"">New series starting</div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","70901","0.0-16.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","17","71909","0.0-17.0","202499","","1008","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","story","1","story_8","","","",""
"","","","","","html-keyboard-response","18","74911","0.0-18.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","19","75743","0.0-19.0","202499","","832","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","2","story_8","","","",""
"","","","","","html-keyboard-response","20","78745","0.0-20.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","21","79881","0.0-21.0","202499","","1136","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_8","","","",""
"","","","","","html-keyboard-response","22","82884","0.0-22.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","23","85188","0.0-23.0","202499","","2304","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_8","","","",""
"","","","","","html-keyboard-response","24","88194","0.0-24.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","25","89117","0.0-25.0","202499","","923","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_8","","","",""
"","","","","","html-keyboard-response","26","91120","0.0-26.0","202499","","null","<div class=""transition-square bg-story"">New series starting</div>","null","","","","","","","",""
"","","","","","html-keyboard-response","27","94121","0.0-27.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","28","95047","0.0-28.0","202499","","925","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","story","1","story_6","","","",""
"","","","","","html-keyboard-response","29","98047","0.0-29.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","30","99534","0.0-30.0","202499","","1486","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","2","story_6","","","",""
"","","","","","html-keyboard-response","31","102539","0.0-31.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_3.png"" class=""exp-image""></div>","null","","","","","","","",""
