"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","experiment","view_history","rt","stimulus","response","task","folder","pair_id","correct_answer","correct","exposed_role","reward_condition","cell","target_pair_id","target_role","target_reward_condition","target_cell","foil_pair_id","chose_target","correct_index","rating"
"","","","","","html-button-response","10","53705","0.0-10.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4797","<div class=""stimulus-container""><img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","practice_item2","museum_causal","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","11","54706","0.0-11.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","instructions","12","70939","0.0-12.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","[{""page_index"":0,""viewing_time"":16232}]","16233","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","13","81416","0.0-13.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","[{""page_index"":0,""viewing_time"":10476}]","10477","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","14","86351","0.0-14.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4934","<div class=""stimulus-container""><img src=""images_value/Cause_23.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","23","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","87352","0.0-15.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","16","91841","0.0-16.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4488","<div class=""stimulus-container""><img src=""images_value/Effect_23.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","encoding_effect","","23","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","92842","0.0-17.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","18","97309","0.0-18.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4466","<div class=""stimulus-container""><img src=""images_value/Cause_16.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","16","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","19","98310","0.0-19.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","20","102934","0.0-20.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4623","<div class=""stimulus-container""><img src=""images_value/Effect_16.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","16","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","21","103935","0.0-21.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","22","108589","0.0-22.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4653","<div class=""stimulus-container""><img src=""images_value/Cause_15.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","encoding_cause","","15","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","23","109590","0.0-23.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","24","114042","0.0-24.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4451","<div class=""stimulus-container""><img src=""images_value/Effect_15.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","15","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","25","115043","0.0-25.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","26","119727","0.0-26.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4683","<div class=""stimulus-container""><img src=""images_value/Cause_07.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","7","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","27","120728","0.0-27.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","28","125419","0.0-28.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4690","<div class=""stimulus-container""><img src=""images_value/Effect_07.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","7","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","29","126420","0.0-29.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","30","128022","0.0-30.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","1601","<div style=""font-size:28px; font-weight:bold; margin-bottom:20px;"">Attention Check</div><div style=""font-size:24px;"">What is 3 + 3 ?</div>","1","attention_check_math","","","6","1","","","","","","","","","","",""
"","","","","","html-button-response","31","132619","0.0-31.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4596","<div class=""stimulus-container""><img src=""images_value/Cause_10.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","10","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","32","133620","0.0-32.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","33","139002","0.0-33.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","5381","<div class=""stimulus-container""><img src=""images_value/Effect_10.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","10","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","34","140003","0.0-34.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","35","144582","0.0-35.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4578","<div class=""stimulus-container""><img src=""images_value/Cause_12.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","12","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","36","145583","0.0-36.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","37","150155","0.0-37.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4571","<div class=""stimulus-container""><img src=""images_value/Effect_12.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","12","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","151156","0.0-38.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","39","155525","0.0-39.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4368","<div class=""stimulus-container""><img src=""images_value/Cause_04.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","4","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","40","156526","0.0-40.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","41","161172","0.0-41.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4645","<div class=""stimulus-container""><img src=""images_value/Effect_04.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","4","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","42","162173","0.0-42.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","43","167360","0.0-43.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","5186","<div class=""stimulus-container""><img src=""images_value/Cause_13.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","13","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","44","168361","0.0-44.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","45","172910","0.0-45.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4548","<div class=""stimulus-container""><img src=""images_value/Effect_13.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","13","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","46","173911","0.0-46.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","47","175895","0.0-47.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","1983","<div style=""font-size:28px; font-weight:bold; margin-bottom:20px;"">Attention Check</div><div style=""font-size:24px;"">What is 5 + 1 ?</div>","1","attention_check_math","","","6","1","","","","","","","","","","",""
"","","","","","html-button-response","48","180538","0.0-48.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4642","<div class=""stimulus-container""><img src=""images_value/Cause_18.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","18","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","49","181539","0.0-49.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","50","186005","0.0-50.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4465","<div class=""stimulus-container""><img src=""images_value/Effect_18.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_effect","","18","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","51","187006","0.0-51.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","52","191908","0.0-52.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4901","<div class=""stimulus-container""><img src=""images_value/Cause_05.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","5","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","53","192909","0.0-53.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","54","197390","0.0-54.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4480","<div class=""stimulus-container""><img src=""images_value/Effect_05.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","encoding_effect","","5","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","55","198391","0.0-55.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","56","203300","0.0-56.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4908","<div class=""stimulus-container""><img src=""images_value/Cause_03.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","encoding_cause","","3","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","57","204301","0.0-57.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","58","208851","0.0-58.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4549","<div class=""stimulus-container""><img src=""images_value/Effect_03.jpg"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","encoding_effect","","3","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","209852","0.0-59.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","60","272256","0.0-60.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","62403","<div class=""stimulus-container""><img src=""images_value/Cause_19.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","0","encoding_cause","","19","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","61","273257","0.0-61.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","62","277687","0.0-62.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","4429","<div class=""stimulus-container""><img src=""images_value/Effect_19.png"" class=""exp-image""><div class=""question-area"" id=""delayed-question"" style=""visibility:hidden; margin-top:15px;""><p style=""font-size:20px; font-weight:bold;"">Was there a person in this image?</p></div></div>","1","encoding_effect","","19","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","63","278870","0.0-63.0","9026255B3B5F4C0CA441C7CAC8325669","01a09104-05e9-7d70-ae0e-805411659d23","01a09103-7a32-7396-ab4e-ba17747679cd","CauseEffect_Value_Spreading_Pilot","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","","","","",""
