"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","correct_choice"
"true","false","[]","[]","[]","preload","0","4998","0.0-0.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","","","","","","","","","","","",""
"","","","","","instructions","1","28796","0.0-1.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":23797}]","23797","","","","","","","","","",""
"","","","","","instructions","2","31473","0.0-2.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":2677}]","2677","","","","","","","","","",""
"true","","","","","fullscreen","3","34360","0.0-3.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","","1865","","","","","","","","","",""
"","","","","","instructions","4","36882","0.0-4.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":2521}]","2521","","","","","","","","","",""
"","","","","","instructions","5","38184","0.0-5.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","[{""page_index"":0,""viewing_time"":1301}]","1302","","","","","","","","","",""
"","","","","","html-keyboard-response","6","42198","0.0-6.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","7","45210","0.0-7.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","null","example_question","1","","","","","",""
"","","","","","html-keyboard-response","8","49219","0.0-8.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","",""
"","","","","","html-button-response","9","52210","0.0-9.0","751BE5FDCB6A4F7793DB8E68382B95F2","019cefa9-f1c6-75be-8d3a-821d56bf1d5a","019cef87-c56d-7b55-9135-c5814367ec25","","2969","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","1","example_question","2","","","","","",""
