"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","completion_code","view_history","rt","stimulus","response","task","block_type","img_idx","block_id","value","pair_type","trial_value","chosen_type"
"true","false","[]","[]","[]","preload","0","4","0.0-0.0","202499","","","","","","","","","","","",""
"","","","","","instructions","1","690108","0.0-1.0","202499","[{""page_index"":0,""viewing_time"":687153},{""page_index"":1,""viewing_time"":2949}]","690103","","","","","","","","","",""
"true","","","","","fullscreen","2","693252","0.0-2.0","202499","","2141","","","","","","","","","",""
"","","","","","instructions","3","723665","0.0-3.0","202499","[{""page_index"":0,""viewing_time"":30412}]","30413","","","","","","","","","",""
"","","","","","html-keyboard-response","4","725668","0.0-4.0","202499","","null","<div class=""transition-square bg-info"">New series starting</div>","null","","","","","","","",""
"","","","","","html-keyboard-response","5","728669","0.0-5.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","6","734644","0.0-6.0","202499","","5972","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_8","","","",""
"","","","","","html-keyboard-response","7","737646","0.0-7.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","8","742544","0.0-8.0","202499","","4897","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","2","info_8","","","",""
"","","","","","html-keyboard-response","9","745545","0.0-9.0","202499","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_3.png"" class=""exp-image""></div>","null","","","","","","","",""
